Word/Phrase,Description & Definition
kura,"1, v.i. Red (N.G.Pt. and Ait. dial., and commoner in the reduplicated form kura-kura; cf. Rar. muramura). One kura, red earth. (See kurakura, kurāmo‘o, raukura; cf. kura2.) [Pn. *kula.]"
kura,"2, n. 1. A present which a travelling party sends on ahead to their prospective hosts. Ko te kura tēia i tō tātou tere ki Tumu-te-varovaro. this present is from our travelling party in respect of their coming visit to Rarotonga. 2. An order from a chief requiring gifts to be donated for some ceremonial function. Kua tae mai te kura a te ariki ki te aronga tanu i runga i tōna ‘enua. the chief’s requisition reached the people who were farming his land. 3. A messenger bearing such a present or order. Kua kave mai te kura i te ‘apinga nō te ‘aere‘anga te tere o te ariki. the messenger has brought the present for the coming royal visit. (cf. kura1, i.e. a red (and therefore sacred or chiefly) object.)"
-kura,"3, in kamakura, foolish, q.v."
kurakura,", v.i. Red. [kura1 RR.] kurāmo‘o, n. The blue lorikeet (Vini peru-viana) on Aitutaki. This small parrot, with dark blue plumage, was probably intro-duced from French Polynesia. Kua ‘uti‘uti ‘aia i te ‘uru o te kurāmo‘o ‘ei tāpeka matau tāvere nāna. he pulled out the kurāmo‘o’s feathers to tie on his trawling hooks; kua pupu‘i kurāmo‘o ‘aia ki roto i te repo taro. he shot a kurāmo‘o in a taro swamp. [kura1, mo‘o2.]"
-kuri,", rt. (See kurikuri.) kurī , n. Dog (Mang. and N.G.Pt. dial.; cf Rar. puakāoa). E titiri atu ei na te kuri, and throw it out for the dogs (Matt. 15.26); te nio elephana, e te kuri-tangata, e te pipi manea, ivory, apes, and peacocks (1 Kings 10.22). [Pn. *kulii.]"
kurikuri,", n. poa kurikuri. Fishy smell. 
[-kuri RR.]"
kurira,", n. Gorilla. ‘E tangata tumutumu mei te kurira rāi, a man as burly as a gorilla.  [Eng. gorilla.]"
kuriri,", n. A shore bird, the wandering tat-tler (Heteroscelus incanus). Kia tangitangi te kuriri i te tūruā‘ipō, kua ‘akaara te tamā‘ine i tōna pāpā. the girl woke her father up when the kuriri cried in the middle of the night; kua rongo au i te tangi kuriri i te māmā‘iāta. I heard the cry of the kuriri in the dawn. [Ce. *kuriri.]"
kuru,"1, n. The general name for several varieties of the aboriginally introduced breadfruit tree and its fruit (Artocarpus altilis) and the recently introduced jack-fruit (A. heterophyllus). Kua ‘ī tonga te kuru i te pāpāia e te maoake. the bread-fruit were bruised through being banged about by the north-east winds; kua ‘a‘aki kuru au nā mātou. I’ve picked us some breadfruit; e tanu koe i tēnā ‘uri kuru ki te pae i te ‘are. plant that breadfruit sapling beside the house; kuru tātā or kuru tātā paka, breadfruit prepared and cooked by the method called tunu paka. The bread-fruit are pegged, left overnight, baked whole, peeled, pounded, and served with coconut cream. Kua kōkō te tamaiti i te kuru ‘ei ma‘ani kuru tātā paka. the boy pierced the breadfruit with pegs prepara-tory to making kuru tātā. Some varieties are kuru ‘atu; kuru māori, fruit small and round, said to be the original type; kuru mōrava, large and round, leaves not deeply indented; kuru ‘oi; kuru papa‘ā, (Artocarpus heterophyllus), jack-fruit; kuru patea, which has large and elongated fruit; kuru paeta‘a or kuru peka; kuru pūoro, from Tahiti; kuru Ta‘iti, resembling kuru mōrava, but with seed outside the flesh; kuru tara-tara, with a very rough rind; kuru tavake, with long-fingered leaves; kuru toto, like kuru patea, but with smooth rind. [Pn. *kulu.]"
kuru,"2, v.i. Thump, pound, throb (mainly in N.G.Pt. dial.). (See kurukuru2.) [Np. *kulu2.]"
-kuru,"3, rt. *Thick and clotted (of semi-fluids). (See kukuru, kurukuru1.) kurū1, n. Glue. E tāpipiri ki te kurū. stick it together with glue. (See tākurū1.) [Eng. glue.] kurū2, n. Screw. E tāmoumou koe i te kurū kia mou meitaki. put the screws in good and tight; ‘e pi‘a kurū tāku i ‘oko mai ei. I’ve bought a packet of screws; e ‘apai mai koe i tā‘au tāviri kurū. bring me your screwdriver. (See tākurū2.) [Eng. screw.] kurū3, n. Crew, gang. Kua ‘anga‘anga te kurū i runga i te pa‘ī  ē pōiri ‘ua atu. the crew on the ship worked on till nightfall; ‘e kurū ‘aia. he is one of the crew; ka ‘aere tōku kurū ‘anga‘anga ka tī pū rākau tōmāti. my gang are going to go and cut tomato stakes. [Eng. crew.]"
kurukuru,"1, in kurukuru‘atu, thick, clotting or congealing matter. Kua roromi ‘aia i tōna ‘ē‘ē kia ta‘e mai te kurukuru-‘atu. he squeezed his boil to get the thick core out. [kuru3 RR; -‘atu5.]"
kurukuru,"2, v.i., fq. kuru2. Pound, throb, pulsate. Tē kurukuru nei rāi tōna puku‘atu. his heart is still beating. [kuru2 RR.]"
kuta,", n., (Bib. kusa). Owl. Mei te kusa o te ngai motutaa ra, like an owl of the desert (Ps. 102.6)."
kute,", n. In the phrase nā‘au te kute, you won’t get anything, you‘ll come off badly, it’s your funeral, etc. Kua pou ia mātou te vī  para i te ‘a‘aki. Nō ātu, ka ‘aere rāi au. ‘Aere rā, nā‘au te kute. we’ve picked all the ripe mangoes. Never mind, I‘ll go all the same. Go on then, you‘ll get damn all. (? cf. kutekute.) kūte, n., (Bib. kuze). Fitches, black cummin. Kare ainei aia e ruru aere i te kuze? doth he not scatter the fitches? (Is. 28.25)."
kutekute,", v.i. 1. Scarlet, red (Ait. dial. and Bib.). Kua kutekute toku mata i te aue anga. my eyes are red with weeping (Job 16.16); e tau to ngutu ki te ao kutekute ra. thy lips are like a thread of scarlet (Song 4.3); te Tai Kutekute, the Red Sea (Heb. 11.29). 2. Purple (Judg. 8.26). Te kakau kutekute, purple raiment. 3. Chestnut (of horses), sorrel. ‘E ‘oro‘enua kutekute tei tae mai nā mua ki te rē. a chestnut horse came in first. [Ta. *kute.] kūti, n. Goose. Kua kapakapa te kūti i tōna pē‘au. the goose flapped its wings. [Eng. goose.] kūtini, n. Cushion. E tari koe i te kūtini kia pou ki va‘o i te rā. take all the cushions out in the sun; e ‘ao‘ao koe i tēnā putunga kūtini ki te auaro ‘ōu. put new covers on the pile of cushions.  [Eng. cushion.]"
kutu,"1, n. Louse. Nō te mangiō i te kakati a te kutu, kua ūkī kī  te puaka i tōna kōpapa ki runga i te tumu rākau. the pig rubbed its body against the tree-trunk because the lice bites were itching; ‘e punu paura kutu tāku i ‘oko mai ei. I’ve bought a tin of lice powder. Peru kutu, a lice-comb. Kutu puaka, hog louse. Kutu tangata, human louse. [Pn. *kutu.]"
-kutu,"2, rt. *Throb. (See kutukutu, kututū, kutukututū; ? cf. kuru2.)"
kutukutu,", v.i. Throb, thump. Kua kutu-kutu tōku ate i te mataku. my heart thumped with fear. [-kutu2 RR.] kutukututū, v.i., fq. kututū. Chug, beat regularly. [kututū rR, but cf. kutukutu.] kututū, v.i. Chug. Kua tāviri ‘aia i te mōtokā kia kututū. he cranked the car to fire the engine; i te kututū‘anga o te matī ni ‘ārote, kua ‘oro‘oro te tamariki ki te ‘ākara. when the rotary has started up, the children ran to look; ‘E mōtokā kututū ma‘ata tō‘ou. your car is very noisy. (cf. 
-kutu2.)"
ku‘uta,", n. Door, entrance (N.G.Pt. dial.; cf. Rar. ngūtupa).    O"
-‘o,", an abbreviated spelling of a‘o3, used after words ending in -a, e.g. tērā‘o = tērā a‘o, tōna‘o = tōna a‘o. (See a‘o3.)"
o,", see ō1. ō1, o, prep. Belonging to, of. Used where the relationship is (or is conventionally regarded as) inalienable, part-to-whole, non-agentive. Compare ā1. Te ‘are (pare, vaka) ō Tere, the house(s), (hat(s), canoe(s)) belonging to Tere; ō Tere ‘are (pare, vaka), Tere’s houses, hats, canoes;tēta‘i pae o te kātoatoa, part of the whole; i te rā ‘itu o Mē, on the seventh of May; ko ngā rākau o ngā ‘ope tē kiriti. the two trees at either end are the ones to remove; kāre ō Tina no‘o‘anga e no‘o ei. Tina hasn’t got anywhere to sit; te tangata ō runga, the people who live in the higher part of the village; kua ‘akatapu‘ia ‘aia ‘ei ‘orometua ki ō te ‘etene. he was consecrated as a missionary to heathen parts. (See ōku, ō‘ou, ōna; nō, nōku, nō‘ou, nōna; tō2, tōku, tō‘ou, tōna.) ō2, 1. (-‘ia). Find room, fit into (a space, aperture, container, garment), get into (ki roto), become involved in. Kua pōkarakara rātou i te ō‘anga te pōro ki roto i te kī ni. they clapped when the ball went into the goal; kua ō te taura ki roto i te putā nira. the thread would go through the eye of the needle; kāre koe e ō ki roto i tēnā pona. you won’t (be able to) get into that shirt; kia matakite, ko te ō ākonei tō rima ki roto i te ni‘o o te matī ni. Be careful or you‘ll get your hand caught in the cogs of the machine; kāre rava ā‘au tuatua e ō atu ki roto i te ngākau o tērā tangata. nothing you say will ever make any impression on that man; ka ō‘ia koe e te anu. you‘ll catch cold; ‘auraka e ‘akatu‘era ‘ua i te tāpoki, ka ō‘ia e te matangi. don’t leave the top off, the air will get in; e ō ‘ua ana rāi ‘aia ki roto i te manamanatā. he is still always getting into trouble; ‘auraka koe kia ō ki roto i te kino. don’t you get involved in crime; e tāmata i te tāuru nā roto i te māramarama, pēnei kā ō. try and put it in through the window, maybe it‘ll go. 2. v.i. Have sufficient space (to admit something), be roomy enough. E ‘eke koe ki raro, kāre e ō. get down, there’s no room; kāre e ō tēnā pona iā koe, ‘e meangiti roa. that shirt won’t fit you, it’s too small. (See ‘akaō.) ō3, n. Valley. Kua ‘aere ‘aia ki uta i te ō. he walked inland up the valley. e ‘aere ki te ō ko Tī tama, tei reira taua rākau tā kōtou e kimi nei. go to the valley called Tī tama, there you will find the timber you are looking for. ō4, poss.pron. Belonging to you (sg.) Marks the following noun as plural (usu. paucal), and is neutral to the alienable-/inalienable distinction carried by ā‘au-/ō‘ou; it represents the second term in the neutral possessive series (t)aku my, (t)ō your, (t)ana his/her. Kāvea ō tauera. take your towels; kua kitea ō puaka? have your pigs been found? (See tō1.) ō5, interj. An exclamation, often of surprise, sudden recognition or comprehension. I a‘a ana koe i nana‘i? Ō! Nō te tautai mātou. what were you up to yesterday? Oh! we went fishing; Ō! Kāre rava au i kite ē ka ‘akapē‘ea. oh! I don’t know what to do at all. ō6, interj. Used to reply to a call. ""ī  Rangi!"" ""E ō"", ""Hi Rangi!"" ""Yes""; kua ō atū ra ‘aia nā kō atū ra, ""Ō, e māmā, tēia au!"". then she replied, ""Yes mother, here I am!"" ‘ō1, 1. v.t. Hand something over, pass something across; make one’s way, proceed. Used only with one of the following direction particles and written together with it: see ‘ōmai, ‘ōatu, ‘ōake. 2. interj. Take it! Here it is! (Northern Group dial. = Rar. ‘ēi!) ‘ō2, n. The letter O. ‘ō-3, pref. (See (‘aka-)‘ōmingi(mingi), (‘aka-)‘ōpuku(puku), ‘ōiti.) ‘ō4, the first element in the names of three nights of the moon. (See ‘ōata, ‘ōtāne, ‘ōvari.)"
oa,", n. Gunwale, top strake(s). Tē pātiti nei māua i te oa o te vaka. we are nailing on the canoe’s top strakes; kā tano tēnā ‘ei rākau oā vaka. that wood will do for the canoe gunwale. [Pn. *o‘a.]"
‘oa,"1, n. 1. Friend. Kua tākinga meitaki tōna ‘oa iāia. her friend was very good to her; kua tāki ‘oa rāua. the two of them became friends; ‘oa mou tikāi, trusty friend; ‘oa pikika‘a, false friend; ‘oa tū manava, bosom friend; ‘oa piri mou, close friend. 2. Spouse. Ko tōku ‘oa tēia. this is my husband (or wife); kā no‘o koe, e taku ‘oa, ka ‘aere au ki te maunga kā tiki kai nā tāua. you stay, my dear wife, I‘ll go up the mountain and bring us some food. (See ‘aka‘oa(‘oa), tau‘oa‘oa.) [Pn. *soa.]"
‘oa,"2, n. Shooting pains in the head. ‘E ‘oa tōna maki, tei iā Vē te vairākau. he gets neuralgic headaches. Vē has some medicine for it. (See paka‘oa.) [Ta. *foa2.] ‘ōake, (-a, -‘ia). 1. Hand over, give. Tē ‘ōake atu nei au i tēia ‘oro‘enua nō‘ou. I‘m giving this horse to you now; kua kite au i tō‘ou ‘ōake‘anga i te moni nā Pure. I saw you giving Pure the money; kua ‘ōake tā mātou ‘apinga aro‘a nō tōna rā ‘ānau‘anga. we’ve given him our birthday presents; kāre i te mea ‘ōake, ‘e mea rave ‘ua nāna. it wasn’t given to him, it was something he just took. 2. v.i. Proceed adjacently (e.g. passing near the speaker, or following him on later). ‘Ōake rā te ‘aere nei au. you come on later, I‘m going now; ‘Ōake ki mua. go round forward (past the speaker). [‘ō1, ake.]"
oaoa,", v.i. Narrow (not broad or wide). E ‘a‘ano roa tēnā rākau, e kimi mai ‘ei mea oaoa. that plank is too wide, look for a narrow one; kua oaoa roa tō pona i tōku tui‘anga. I made your dress too small (tight, not short). (See ‘akaoaoa, tāoaoa; ? cf. oa.)"
‘oata,", see ‘ōta, order. ‘ōata, n. Name of one of the nights of the moon: the third in the series (according to most reckonings). ‘E ‘ōata tēia arāpō, ‘e pō ika. it is ‘ōata-moon tonight, a good night for fish. [‘ō-4, ata1.] [Ce. *soata.]"
‘oatu,", ‘ōatu, ‘ō atu, 1. (-‘ia). Hand over, give. Tē ‘ōatu nei au i tēia ‘enua ki roto i tō‘ou rima. I‘m handing this land over to you; i ‘ōatu‘ia taua ‘apingā ra kia ‘apai atu kiā koe. the article was given to him to take to you. 2. v.i. Go on (away from speaker or place referred to). ‘Ōatu ka ‘aere, kua pō. Go on. let’s go, it’s dark now; ‘Ōatu rā, ka ‘aere atu rāi au. you go on, I‘ll be along later. [‘ō1, atu2.] ‘ōatu, see ‘oatu."
oe,", see ove, bell."
‘oe,", 1. (-a, -‘ia). Paddle, row. ‘Oea te vaka kia tere. paddle the canoe fast; kua ‘oe rāua i te poti. they rowed the boat. 2. n. Paddle, oar, rudder, wheel (of boat). ‘Ōmai kiāku te ‘oe. give me the paddle. ‘oe ‘akatika, rudder. Kua ma‘aki te ‘oe ‘akatika o te pa‘ī  i te ū‘anga ā muri ki runga i te kāoa. the rudder broke off the boat when the stern struck the coral rock; ko te mēti tei runga i te ‘oe i tēianei. the mate is at the wheel now. Te tū ‘oe or mou ‘oe, helmsman. (See ‘oe‘oe.) [Pn. *fohe.]"
‘oe‘oe,", (-a, -‘ia). Paddle around, paddle along (fq. ‘oe). Kua ‘oe‘oea te au vaka e te tamariki ki runga i te akau. the children paddled the canoes onto the reef; kua taka‘uri te vaka i tō mātou ‘oe‘oe‘anga. the canoe capsized as we were paddling it along. [‘oe RR.] ‘ōngā, v.i. Extra, surplus, additional, excess. Kua ‘ōngā tēia tua i te rākau, e ngari kia tī pū‘ia. this end of the timber is more than we need, better cut it off; kāre e kino kia ‘ōngā te ‘akari, ka tūtaki rāi au. it doesn’t matter if there are extra coconuts, I‘ll still pay for them; kua ‘akaue ‘aia kia riringi ‘aka‘ou‘ia tēta‘i tini ngaika ki roto, i te ‘ōngā‘anga te one. he ordered that another tin of lime should be put in (the mixer) when extra sand was added. (See ‘akaonga.) ‘ōngai, (Bib.) ‘ongoai. Mother-in-law, father-in-law. Tē ora nei rāi tōku metua tāne ‘ōngai, kua ‘aere rā ki Ma‘uke. my father-in-law is still alive, but he has gone to Ma‘uke; kua āru atū ra ‘aia i tōna metua va‘ine ‘ōngai. she went away with her mother-in-law; tiaki aturā Mose i te mamoe a tona metua ongoai. then Moses went to look after his father-in-law’s sheep (Ex.3.1). [Pn. *fu""ao-ai.]"
ongaonga,", n. Sandflies, fruit-flies, midges. Kua manamanatā ‘aia nō te ongaonga i tōna rama‘anga. the sandflies pestered him when he was hunting (crabs) with a torch; kua kī  taua putunga ‘ānani pē ra i te ongaonga. that pile of rotten oranges is covered with fruitflies. [Ce. *o""ao""a.]"
onge,", 1. v.i. Be short of (something), lack (esp. food), be in a state of famine. Kua onge te ‘enua i te ‘ava‘ava i te tuātau tamaki. the island was without (or short of) tobacco during the wartime; ‘ī  rua marama i tō mātou onge‘anga i te vai. we were short of water for two months; ko te ‘enua onge putuputu tēia i te kai papa‘ā. this island often runs out of imported food; kua onge kōrua? are you two hungry? 2. n. Famine, dearth, shortage. Kua roko‘ia taua ‘enuā ra e te onge ma‘ata. the land was overtaken by a great famine. (See ‘akaonge, tāonge.) [*ho""e.]"
‘ongi,", (-a, -‘ia). 1. Smell something, sniff something. Tē ‘ongi nei au i te ‘aunga ‘apinga kā. I can smell something burning; e tāmata i te ‘ongi, mē kua kino. try and smell if it has gone bad; kua kite atu au i te puakaoa i te ‘ongi ‘aere‘anga nā kō i te tāruta tī tā. I saw the dog sniffing around that heap of rubbish over there; ‘auraka e ‘aere nā mua matangi, ka ‘ongia tō‘ou ‘aungā kava e te ‘akavā. don’t walk upwind of him, the policeman will smell the liquor (on your breath). 2. Kiss sbdy, kiss one another, become reconciled. Kua ‘ongi ‘aia i tāna tamaiti tei takakē ana. she kissed her son who had been away from home; kua ‘ongia ‘aia e tōna au ‘oa i tō rātou ‘ārāvei‘anga. her friends kissed her when they met; i tō rāua ‘ongi‘anga kua kite au ē kua ‘au tō rāua pekapeka. when they kissed each other, I knew that the two of them had made up their quarrel; to ratou akaruke angaia ra, ko te ongi ia o to te ao, if their abandonment were the reconciliation of the world (Rom. 11.15). (See ‘o‘ongi, ‘ongi‘ongi, ‘aka‘ongi, tā‘ongi(‘ongi).) [Pn. *so""i.]"
‘ongi‘ongi,", (-a, -‘ia), fq. ‘ongi. Smell, sniff, kiss, become reconciled. Kua ‘ongi‘ongi ‘aere ‘aia i te au pu‘era raoti. she went around smelling the roses; kua riri ‘aia nō tei ‘ongi‘ongia tāna pēpe e te puakaoa. she was angry because the dog kept sniffing her baby; kia oti iāia i te ‘ongi‘ongi i tōna ‘ai taeake, kua kake ‘aia ki roto i te pa‘ī rere ma te tārevareva mai. when she had finished kissing her friends, she climbed into the plane and waved. [‘ongi RR.]"
-‘ongo,"1, see ‘ongo‘ongo1. [Pn. *so""o.]"
-‘ongo,"2, see ‘ongo‘ongo2, ‘aka‘ongo-‘ongo2. -‘ōngoai, see ‘ōngai, (father-/mother-) in-law."
‘ongo‘ongo,"1, v.i. Stink (esp. of the stench of urine and similar fetid odours). Kua ‘ongo‘ongo tēia ‘ārikiriki i te mimi o te pēpe. these nappies stink of the baby’s urine; i te ‘ongo‘ongo‘anga taua ngā‘ī  ra i te mimi o te ‘oro‘enua, kua tāpoki ‘aia ki te one tea. as the place was stinking with the horse’s urine, he covered it with sand; nō te ‘ongo‘ongo, nō reira ‘aia i kite ei ē ‘e puakani‘o tei roto i tāna ‘āua. he could tell from the smell that there was a goat in his paddock. [‘ongo1 RR.]"
‘ongo‘ongo,"2, v.i. Angry and upset, vexed, nettled, stung (with rage); bitter (of feelings). Kua tataraara iorā Iehova, koia i anga i te tangata ki runga i te enua nei, e ongoongo rava akera tona ngakau. and Jehovah regretted that he had created man on the earth, and he felt bitterly angry (Gen. 6.6); ongoongo rava akera au: e kua akaruke atura au i te are apinga a Tobia ki vao mai i te pia. I was incensed and I threw Tobiah’s furniture out of the room (Neh. 13.8); ‘ongo‘ongo roa tōna riri. his blood began to boil. [-‘ongo2 RR.]"
oi,", 1. (-a). (a) Jerk, shake, shove or slide along. ‘Auraka e oi i te kaingākai, ka maringi te tiā ū. don’t shake the table, you‘ll spill the milk in the jug; ‘auraka e oi i te pi‘a repo nā runga i te ta‘ua. don’t slide that muddy box over the floor; (b) Rub, stir or knead into a mass. Kua oi ‘aia i tēta‘i ‘inu ki runga i tōna tāmaka. he rubbed some grease into his boots; oia te tī mēni. mix up the cement; kua oi ‘aia i te varāoa ma te pōpō. he kneaded the dough and rolled it into loaves. 2. v.i. (a) Lurch, rock, give a jerk, rub or graze against something. Kua kite au i te pa‘ī  i te oi‘anga i te ‘a‘ati‘anga te ngaru ki runga. I saw the ship lurch as the wave broke against it; i tōku ‘ōpara‘anga iāia, kua oi tōna mata ki runga i te pāruru ‘are ē kua pakiko. when I shoved him, he grazed his face against the wall of the house and took the skin off; (b) slip out of joint, dislocate. Kua oi tōna rima i tōna ‘inga‘anga ē kua ‘aka‘oki‘ia. he dislocated his wrist when he fell and it was put back in again. (See oinga; oioi; ‘akaoi(oi); ngaoi, ngāoioi; tōi(oi).) [Pn. *o‘i.]"
‘oi,"1, n. Name of a wild yam (Dioscorea bulbifera). ‘E ‘oi tēnā mea, kāre i te u‘i. that one is an ‘oi, it isn’t the cultivated yam. [Pn. *soi.]"
-‘oi,"2, see mata‘oi, moto‘oi, the ylang-ylang tree. ōi, interj. A shout to attract attention."
oinga,", nom., (Bib.) Kneading-trough. Kua rave iora to Iseraela i ta ratou faraoa oi, kare i akaopueia, i vai ia ta ratou au oinga kai i roto i to ratou kakau, tuku akera ki runga i to ratou pakuivi. the Israelites thereupon took their dough, unleavened as it was, wrapped up their kneading-troughs in their cloaks, and put them on their shoulders (Ex. 12.34). [oi, -nga2.] ‘ō‘ini, n. A small round basket plaited from coconut leaves, the ends often braided into a looped handle. Tēia te ‘ō‘ini meika. here is a little basket of bananas; tē raranga ‘ō‘inī  ra ‘a Mā‘ine. Mā‘ine is plaiting ‘ō‘ini baskets. (See tā‘ō‘ini.)"
oioi,", (-a, -‘ia), v.i., fq. oi. Jerk, shake, lurch, rub, knead. Kā topa ‘aia mē oioi koe i tēnā ‘ātava rākau. he‘ll fall off if you keep shaking that branch; nō te oioi i te pi‘a nō reira te tamaiti i ‘inga ai. the box is wobbly that’s why the boy toppled off; nō te oioi o te pa‘ī  nō reira ‘aia i ruaki ei. it was the lurching of the ship that made him sick; kāre ē nāku i oioi i te ngāra‘u ki runga i te ngūtupa, nā Mia. it wasn’t me that rubbed charcoal all over the door, Mia did it; ko ngā tangata oioi tī mēni ra, kua ro‘iro‘i. the two men mixing cement, they‘re tired. [oi RR.] ‘ōire, n. 1. District (for administrative purposes), town, village. Ko te ‘ōire ma‘ata tēia o Aitutaki. this is the main village in Aitutaki; kāre i ma‘ata roa te tangata i te au ‘ōire i va‘o. there aren’t many people in the outlying districts; ka rave‘ia te tūtaka ‘ōire ā tēia marama ki mua. the district inspections will be held next month; ko taua oire maata ra, that great city (Rev. 17.18); kā moe atu au ki te ‘ōire i tēia pō. I‘ll stay the night up in town. 2. Main road, esp. the one running around Rarotonga (= purūmu ma‘ata). Tērā ‘a Punga tei runga i te ‘ōire. there’s Punga, on the main road. [Heb. ir.] ‘ōiti, v.i. Constricted (of openings), narrow. ‘E ngūtupa ‘ōiti ‘ua, ka ‘akakaokao roa koe e ō ei ki roto. it’s quite a narrow entrance, you‘ll have to turn sideways to get in; nō te ‘ōiti o te mataara ē te tāreva ‘ua, nō reira rātou i mataku ei i te kake nā taua ‘ivi. because the path was narrow with sheer drops they were afraid to climb along the ridge; kā ‘oki tāua, kua ‘ōiti te rua o te ana i konei. let’s go back, the cave narrows here. [‘ō-3, iti1.]"
oka,", n. 1. (Main) rafter, beam. Kā tano tēnā rākau ‘ei oka nō te ‘are. that piece of timber will be suitable for one of the main rafters in the house. 2. Carrying-pole (Ait. dial. = Rar. amo). (See tāoka, tāōkā.) [Pn. *hoka.]"
‘oka,", n. Lunar-tailed Cod (Variola louti). Ka ‘aere rāi māua ka ‘ī  ‘oka. we‘re going to fish for ‘oka, too; ‘ī  rua ‘oka i runga i te tui ē te rōtea. there are two ‘oka cods on the string and a rōtea  parrotfish. ‘ōkamu, 1. (-a, -‘ia). Caulk, plug up (a hole or leak) by stuffing something in. I tōna ‘ōkamu‘anga i te puta, kua kore te tuturu. when he plugged the hole the leak stopped; kāre au i manako ē ka meitaki tēnā puta kia ‘ōkamu‘ia ki te pūtē. I didn’t reckon it would be any good plugging that hole with a sack; tē ‘ōkamu nei māua i te poti. we‘re caulking the boat. 2. n. Caulking material, oakum. ‘E mea meitaki kia nā roto‘ia mai te ‘ōkamu. it is better to stuff the oakum in from inside. [Eng. oakum.] ‘ōkani, n. Organ. ‘E ‘ōkani ‘ōu roa. it’s a brand-new organ; Ko Miriāma tērā e ‘akatangi ‘ōkanī  ra. that’s Miriāma playing the organ; tē tāpapa ‘uā ra te tangata ‘akatangi ‘ōkani i te ‘ī mene i te ‘akakite‘ia‘anga. the organist is merely waiting for the hymn to be announced. [Eng. organ.] ‘ōkē, 1. interj. Okay. ‘Ōkē, kua tika iāku. okay, I agree; mē kua tika iā kōtou, ‘ōkē. if it’s all right with you, okay. 2. v.i. Be okay. Kua ‘ōkē ‘aia. he’s okay (e.g. recovered from illness, or agreeable to the plan); kua ‘ōkē. it’s okay now (e.g. agreed, fixed, mended). [Eng. okay.]"
‘oki,"1, (-ria), v.i. 1. Return, double back. E ‘oki mai kōrua. you two come back; kāre ‘aia e tae i te ‘oki nō te pōiri. he won’t be able to come back because it’s dark; kua ‘oki atū ra te tai ki tōna vairanga i te mana o te Atua. the sea returned to its place through the power of God; kareka ko kotou katoa na, okiria kotou, ka aere i tenana. but as for all of you, resume, come on please (Job 17.10); kua ‘oki te mataara i konei. the road ends here. 2. ‘Oki ki muri, retreat, regress (esp. of the will, courage, or interest (manako)). Kāre rava tōna nuku va‘e‘au i ‘oki ki muri ē pou ‘ua atu. his company never retreated until they were annihilated; ‘auraka rava tō‘ou manako kia ‘oki ki muri. don’t lose heart, don’t give up; kā ‘oki te manako o te tangata ki muri mē ‘akapērā‘ia te ‘akatere‘anga o te tā‘okota‘i. people will lose interest if the society is run like that. (See ‘okinga, ‘oki‘oki, ‘o‘oki, ‘ō‘o‘oki; ‘okiria; ‘aka‘oki(na), ‘aka‘oki‘oki(na), tā‘oki(na), tā‘oki‘oki(na).) [Pn. *foki.]"
‘oki,"2, adv.part. 1. Also, as well. E kai ‘oki i tēnā. eat that as well; kua tae mai te ‘Apanui ē te Tōpiri ‘oki. the ‘Apanui has arrived and so has the Tōpiri. Kāre ‘oki, ‘auraka ‘oki, and neither, nor. Auraka kōrua e kai i tō reira, auraka oki korua e arapaki atu, ka mate aea korua. don’t you eat from it, nor touch it, lest you die (Gen. 3.3). 2. But, in that case, as a matter of fact. Ko ‘ai ‘oki tē kā kite i te ma‘ani? ‘E aronga kamakura pou roa tēia. but then who knows how to fix it? All of us here are inexperienced; ‘e a‘a ‘oki ‘aia i ‘aere mai ei? but why did he come then?; kua ‘aere mai ‘oki ‘a Tere. Tere did in fact come. 3. Certainly, indeed, of course. Kāre ‘oki koe i tae mai ana ki te ‘uipā‘anga, ‘e maki koe. of course you weren’t at the meeting, you were ill; nā‘au tēia ‘anga‘anga i rave? ‘E a‘a ‘oki. you did this? Yes, indeed I did; ko te tuatua ‘oki ia i riri ei ‘aia. that indeed is the story (or that is the very story) which made him angry. 4. Koia ‘oki, namely, that is to say, as follows. Kua tu‘a‘ia tā tātou ‘anga‘anga, koia ‘oki. our tasks have been allocated as follows; ko tēia ‘enua tāna ka ‘aere, koia ‘oki, ko ‘Akarava. this land he was going to, it was ‘Akarava. [Pn. *foki2.]"
‘okinga,", nom. Place or time of returning, limit, furthest extent. Ko tōna ‘oki‘anga tēia. she is returning now; ‘e a‘a te ‘okinga o te mata‘iti o te tamariki i te ‘āpi‘i? what age do children leave school?; ko te ‘okinga tēia i tōku ‘enua. this is as far as my land goes; te ‘okinga o te tai, the high-water mark; i te ‘okinga o te viviki, at top speed; i te ‘okinga i te ma‘ata o tōna reo, at the top of his voice. [‘oki1, -nga2.]"
‘oki‘oki,", v.i., fq. ‘oki1. return, revert, regress. I te ‘oki‘oki‘anga tēta‘i pae i te ika, kua kite rātou ē kua ata. when some of the fish turned back, they knew they had taken fright; kua ‘oki‘oki tōna manako ki muri ē te ‘openga kua ‘āriki ‘aia i tā tōna metua. he gradually weakened in his determination and eventually did as his father told him. [‘oki1 RR.]"
‘okiria,", pass. ‘oki1. [‘oki1, -ria2.]"
oko,", (-a, -‘ia). Gather (from the ground), pick up. Kua oko rātou i te ‘akari, ē kua rauka te rua rau. they gathered the coconuts and they amounted to four hundred; kāre i pou i te oko i te i‘i. not all the chestnuts have been gathered; kua okoa te tī tā? has the rubbish been picked up? (See okooko, kāoko(oko), pāoko-(oko).) [Pn. *‘oko.]"
