Word/Phrase,Description & Definition
pa‘upa‘u‘na,", pass. pa‘upa‘u1, pa‘upa‘u2, q.v. [pa‘upa‘u1,2, -na4.]"
paura,", n. Powder: gunpowder, dynamite, (ignitable) head (of match), firework. Paura tinitō, face powder. Kua kōmirimiri ‘aia i te one kia ‘unga‘unga mei te paura. he crumbled the (clod of) earth till it was fine as powder; kua ‘aruru te paura. the powder exploded; kua mā‘ū te paura o te māti i kore ei e kā. the head of the match is wet so it won’t light; kua tutungi ‘aia i te paura. he lit the firework; te paura i runga i tōna pāpāringa, the powder on her cheeks. Paura pēpe, baby powder. [Eng. powder.]"
pauru,", n. Head (Mang. dial. = Rar. mīmiti)."
pauta,", n. Cosmetic powder. Tei ‘ea taku punu pauta? Where is my tin of powder? [Eng. powder.] pā‘ū‘ū, n. Kind(s) of parrotfish (Scaridae), described as greenish with brown markings. [? pā-7, u‘u1 RR.] pē1, v.i. 1. Rotten, decayed. Kua pē tēnā pi‘ā vī, taria nā te puaka. The mangoes in that box have gone rotten, take them away for the pigs; te rau rākau pē, decayed leaves; kua pē tō‘ou ni‘o. your tooth is decayed. 2. Soft and (over) ripe (of breadfruit). ‘Apaina mai ngā kuru pē ‘ei ma‘ani paki. bring over that pair of very ripe breadfruit to make paki pudding with. 3. Retted, soaked until soft and white (of hibiscus fibre soaked in the sea). Kua pē te kiri‘au i roto i te tai, ka ‘aere mātou kā tiki. The hibiscus bast has been retting in the sea, we‘ll go and get it. 4. Ripe and about to suppurate (of a boil). Kua vā‘i‘ia tōna ‘ē‘ē  e te taote i te pē‘anga. the doctor lanced his boil when it was ripe. 5. Useless, no good. Kua pē tēnā matīni. that machine is no good. (See pēpē1, ‘akapē(pē), tāpēpē, (‘aka)tōpēpē.) [Pn. *pe‘e.] pē2, n. Spade. Tēia te pē ‘ei kō i te va‘arua. here’s a spade to dig the hole with; i ‘oko mai au i tēia paipa ‘ei kakau pē. I bought this pipe to make a handle for a spade. [Eng. spade.] pē3, interj. Calling to chickens. Pē! pē! pē! Chook! chook! chook! (See pēpē2.) pē-4. like, resembling. (See (‘aka)pē‘ea, (‘aka)pēia, (‘aka)pēnā, (‘aka)pēnei, (‘aka)pērā.)"
pea,"1, n. 1. Pair, couple. Kua ‘oko ‘a Puna i tēta‘i pea tāmaka kerekere nōku. Puna has bought me a pair of black shoes. 2. A pair (at poker), or more loosely any scoring combination except a flush. ‘Ē toru ‘umi tōku pea. I’ve got three tens. [Eng. pair.]"
pea,"2, n. Pear, pear tree. ‘E pea tāna i ‘apai mai ei kia kai au. She had brought me a pear to eat; ‘E pū pea tō mātou i te kāinga, kāre rā i ‘ua. we have a pear tree at home, but it hasn’t borne any fruit. [Eng. pear.]"
pea,"3, n. Bear. ‘E punua pea tei roto i te ‘āua. there is a baby bear in the pen. [Eng. bear.]"
peapa,", n. Paper. (See pēpa.) pē‘au, n. 1. Wing. Kua kapakapa te manu i tōna pē‘au ē kua rere. the bird flapped its wings and flew; ‘e pa‘īrere pē‘au roa tērā. the plane has long wings. 2. Pectoral fin. Kua kino tēta‘i pē‘au o tēia māroro. one of this flying fish’s fins has been damaged. Pē‘au‘ia, having fins. Ko te au mea katoa i peauia ra, e te poa, ki raro i te tai, all things with fins, and scales, down in the sea (Lev. 11.9). (cf. pererau.) [Pn. *pee-sau.]"
pe‘e,", (-a). 1. To chant a pe‘e. Kua mūtēkī rātou i tōku pe‘e‘anga. they kept quiet while I chanted; mē ka rauka iā koe i te pe‘e mai i te tuatua o tēia ruāvai? I wonder if you can chant the story about this well? 2. n. A rhythmic chant, usually commem-orating some historical event. Kua pe‘ea e Rauru tēnā pe‘e tā‘au e ‘akakite maī na. Rauru chanted that pe‘e you were telling me about. Pe‘e tangi, a lament. [Np. *pese.] pē‘ea, (-‘ia), v.i. 1. How?, What (manner, method, nature, outcome)? Pē‘ea koe? How are you?; kua pē‘ea tā kōtou ‘uipā‘anga? How did your meeting go?; kua pē‘ea? kua manuia? How was it? Successful?; i pē‘ea koe i te pātia‘anga i te mangō? How did you spear the shark?; i pē‘ea‘ia e koe ‘a Taka i auē ei? or i pē‘ea koe i auē ei ‘a Taka? What did you do to make Taka cry?; i pē‘ea ‘aia kiā koe? What did he say to you?; i pē‘ea ‘aia iā koe? What did he do to you? 2. (after verbs of motion or direction) Where? What (way, place, direction)? Tē ‘aere pē‘ea nei koe? Ki Avarua? Nā Ngātangi‘ia? Where (or which way) are you going? To Avarua? Through Ngātangi‘ia?; i anga pē‘ea ‘aia i tō‘ou pupu‘i‘anga? Which way was he facing when you fired? (See ‘aka -pē‘ea; pē-4, ‘ea.) [Np. *peefea.]"
pei,", n. A coconut at the youngest stage of its development, cf. kōua. Kua pururū te pei nō te mākaiore. the young forming coconuts dropped off because they were premature. pē‘i, (-a, -‘ia). 1. Throw directly at (i) sbdy/sthg with (ki) sthg. Tē pē‘i nei au i te manu ki te toka. I‘m throwing a stone at the bird; kua nga‘ā te i‘o o te māramarama i tōna pē‘i‘anga ki te toka. the window shattered when he threw a stone at it; kua pē‘ia te vī para i runga i te pū e te tamaiti ki te rākau. the boy threw the stick at the ripe mango on the tree. 2. Throw (i) sthg (ki) somewhere. E pē‘i koe i tēnā au kapu ‘akari ki te pae. throw that lot of coconut shells out of the way; pē‘ia mai. throw it here; ko ‘Ātamu te tangata pē‘i pōro mamao o te Matavera. ‘Ātamu is the Mataverans’ distance thrower. 3. n. Bowler (in cricket). ‘E ngā pē‘i meitaki tō rātou. they have a couple of good bowlers. (See pē‘inga, pēpē‘i.) [Pn. *pe‘e-si.] pēia, v.i. Like this. Ka pēia te rave. this is the way to do it; mē mou pēia koe, kā ‘ati. if you hold it like this, it will break; i mou pēia‘ia i topa ai. it dropped because it was held like this. [pē-4, ia1.] pē‘inga, nom. in te pē‘inga pua, the game of disc throwing or the pitch where it is played (Aitutaki, N.G.Pt). (See pua3.) [pē‘i, -nga2.]"
peika,", n. Baker. Nō te mako kore o te peika i kino ei te varaoa. the bread was spoiled because the baker wasn’t doing his job properly. [Eng. baker.]"
peka,"1, v.i. 1. Crisscross(ed), branch(ed) off, tangle(d). Kua peka ‘ua te tātarāmoa i runga i te ‘enua. brambles crisscrossed the land; kā kite koe, kua peka tēta‘i kauvai ki te ‘itinga. you will find that one of the tributaries branches off to the east; kua peka te niuniu taratara takapini i te pūnanga. there was a thicket of barbed wire around the strongpoint. 2. n. Small intersecting stream or channel (also pekā vai), tributary streamlet. Kua marō te vai i roto i te au peka. the water has dried up in the side channels; kua tāmā‘ia te au pekā vai kia kore te vai e mou. the little tributaries were cleaned out so that water wouldn’t stop flowing; kua ori ‘aere ‘ua te au puaka nā te au pekā vai i te kimi vai‘anga. the pigs wandered up the side streams looking for water. (See kōpeka-(peka), koropeka(peka), tāpeka(peka); cf. -peka2.) [Ep. *peka2.]"
-peka,"2, see (‘aka)pekapeka, quarrel, cross(ed). (cf. peka1.)"
peka,"3, n. Swiftlet (Collocalia sp(p).). [Pn. *peka1.]"
pekapeka,", v.i., n. (have) quarrel, dispute (including legal proceedings), disagree-ment, trouble, breach of the peace, disturbance, upset, annoyance. Kua peka-peka rāua. They quarrelled; kua ‘akaruke te tamaiti i tō rātou kāinga i tō rāua pekapeka‘anga ko tōna metua. the boy left home after the row with his father; kua pekapeka te aronga tanu nō tei tūtaki meangiti te kavamani i tā rātou ‘ua rākau. the growers were annoyed at the small amount the government paid them for their fruit; nō te pekapeka tei tupu ki roto i te ‘are ‘ura, nō reira te au ‘akavā i ‘aere mai ei. there was trouble at the dance-hall, that’s why the police came; kua ma‘ani pekapeka ‘aia kiāku. he made trouble for me, (or) he picked a quarrel with me; pekapeka ‘enua, a land dispute: ka kimia tōku pekapeka ‘enua ā teia Paraparau ki mua. my land case is being heard next Thursday; ‘E tangata ‘akatupu pekapeka koe. you are a troublemaker. 
[-peka2 RR.] pēkau, n. In pēkau ‘are, rough shed, temporary shelter, shack. E kua anga i te au pekau are no tana au puaka, and made sheds for his animals (Gen. 33.17)."
peke,"1, v.i. 1. Removed, taken away, driven off, carried or lifted up or away, obtained, got (of sthg purchased or won). Kua peke te vaka i te ngaru. the canoe has been carried away by the waves; kua peke te parūnu i te matangi. the balloon was taken away by the wind; kua peke iā ‘ai te pātikara? Who has taken the bicycle? kua peke te pi‘a ki runga i te torōka. the crates have been taken away on the truck; kua tu‘e ‘aia i te kapu nū ki runga i te mataara kia peke i te pae. he kicked the bits of coconut shell away to the side of the road; e paripari koe i te pakā nū ‘ei ‘akakā i te a‘i kia peke te namu. chop some bark off the coconut tree and put it on the fire to drive the mosquitoes away; kua peke tō‘ou no‘o‘anga iāia. he has taken your seat; tārau‘ia ki te rākau kia peke mai. hook it in with a stick; kua ‘akakakekake rāua i te moni o te mōtokā, ē te ‘openga, kua peke iāia. they bid against each other for the car and he got it in the end; kua rekareka rātou nō tei peke ia rātou te kapu o te pāpōro. they were delighted that they had won the cricket cup. 2. Disappeared, gone away (of physical or emotional states). Kua peke te mamae i tōku mīmiti. my headache has gone; kua peke te kona o tērā tangata. that fellow has sobered up now; Kua peke tōna riri. His anger subsided. 3. Cleared, met, paid (of a debt or price), served (of a gaol sentence). Kua peke tāku kaio‘u. I’ve paid what I owe; kā peke iā koe i te tūtaki i tāna moni? Can you refund his money?; kā peke iā koe tēia mōtokā i te ‘oko? Can you meet the price of this car?; kua peke tāna utunga. he has served his sentence (or paid his fine). 4. Defeated, beaten. Kua peke rātou ia mātou i tō mātou pūtōtō taura‘anga. they lost to us in the tug-of-war. (See pekepeke1, ‘akapeke(peke), ‘īpeke(peke), tūpeke(peke), ‘ūpeke-(peke).) [Pn. *peke2.]"
peke,"2, var. piki1. Clamber. pēkene, n. Bacon. ‘Okota‘i paunu pēkene, a pound of bacon. [Eng. bacon.]"
pekepeke,"1, v.i., fq. peke1. Removed, taken, gone, etc. Kua pekepeke te au mea rava rāi i te vai puke. everything was swept away by the floodwater. [peke1 RR.]"
pekepeke,"2, var. pikipiki1. Clamber. pēnā, (-‘ia), v.i. Like that, in the way you are doing it. ‘Auraka e pēnā mē ‘a‘aki. don’t pick them like that; ‘e a‘a koe i ‘aere pēnā ai? What have you been walking like that for?; kā tu‘e te ‘oro‘enua mē pēnā‘ia. the horse will kick if you handle it like that. [pē-4, -nā2.]"
pene,"1, n. Penny. E tuku koe i te pene ki roto i te rua. put the penny in the slot; ‘Ē rua tirīngi ē ono pene te ‘oko. it costs two and sixpence. (See penepene, onopene.) [Eng. penny.]"
pene,"2, n. Chapter (of a book). ‘Ākara ki te ‘Ēvangeria ā Māreko, pene varu, ‘īrava iva. Turn to the Gospel according to Mark, chapter 8, verse nine. pēnei, adv. Perhaps, possibly, maybe, in case. E no‘o ‘ua koe ki te kāinga, pēnei kā ua mai. you just stay at home, maybe it is going to rain; e no‘o koe ki te kāinga, pēnei ake ka tāpa‘e mai ‘a Vera. you stay home in case Vera looks in; ka ‘aere tāua kā rama i tēia pō, pēnei ‘ua ake ka manuia tāua. let’s go torch-fishing tonight, we just might be lucky. [pe-4, nei.]"
peneneke,", n. Dwarf, pigmy. ‘E peneneke tāku i kite ana, kāre rā au i piri atu ana ki te pae. I saw a dwarf, but I didn’t get close to him; ‘E tangata peneneke, ē tāna va‘ine. it is a very short man, and his wife."
penepene,", n., fq. pene1. Pennies. Te au penepene, many pennies. [pene1 RR.]"
Penetekote,", n., (Bib. Penetekose). Pente-cost. E tae rava atura ki te rā Penetekose, and when the day of (the festival of) Pentecost had arrived (Acts 2.1). [Gk Pentēcostē.] pēni1, (-a, -‘ia). 1. To paint. Tē pēni nei au i tōku vaka. I‘m painting my canoe; kua pēnia te au no‘o‘anga ki te pēni moana. the chairs have been painted with blue paint. 2. n. Paint. ‘E punu pēni teatea tā‘au e ‘oko mai. it’s a tin of white paint you are to buy. Pēni marō, powdered paint. Pēni tā, creosote. Pēni vai, liquid paint. [Eng. paint.] pēni2, n. 1. Pen (pēni ‘inika). Kua ‘akakī ‘aia i tāna pēni. she filled her pen. 2. Pencil (pēni tātā, pēnitara). Tē tākeokeo pēni nei au nāku. I‘m sharpening myself a pencil. [Eng. pen.] pēnitara, n. Pencil. Kua ‘ati te keo o te pēnitara. the point of the pencil broke. [Eng. pencil.] pēniti, n. Bayonet. Tāmoua tā kōtou pēniti. fix your bayonets; tē terēni pātia pēnitī ra rātou. they are having bayonet practice; mōmonoa tā‘au pēnitī ki roto i te vairanga. sheathe your bayonets. [Eng. bayonet.] pēnitīni, n. 1. Benzine. Kua tītō pēnitīni ‘aia ki roto i te mōrī. she poured some benzine into the lantern. 2. Petrol. Kua taomi ‘aia i te pēnitīni. he pressed the accelerator (stepped on the gas); kāre e meitaki te pēnitīni pa‘īrere kia tuku‘ia ki roto i te mōrī. aeroplane fuel is no good for putting into a lamp. [Eng. benzine.]"
penu,", in kaipenu, selfish. (N.G.Pt dial., cf. Rar. karapi‘i)."
pepa,", n. Pepper. ‘Auraka e ma‘ani ma‘ata i te pepa ki roto i te tiōpu. don’t put too much pepper in the stew; e ‘oko mai koe i tēta‘i mō‘inā pepa. buy a bottle of pepper. [Eng. pepper.] pēpa, peapa, n. 1. Paper. Tēia te pēpa ‘ei ko‘u i te puka ā‘au. here is some paper to wrap your books in. Moni pēpa, paper money, notes. Pēpa ‘ava‘ava, cigarette papers. Pēpa auaro ‘are, wallpaper. Pēpa kānapanapa, tinfoil. Pēpa kiri, parchment. Pēpa mārōki‘aki‘a, card-board. ‘Okota‘i vā‘anga pēpa mārōki-‘aki‘a, one sheet of cardboard. Pēpa one, sandpaper; Pēpa tāmarō ‘inika, blotting paper. Paunu pēpa, pound note. Pū‘ao pepa, paper bag. 2. Letter. Tē tātā pēpa nei au ki tōku tua‘ine. I‘m writing a letter to my sister; kāre āku pēpa? no letters for me? (See nūtipēpa, tānipēpa.) [Eng. paper.]"
pepe,"1, n. Butterfly. Kua rere ‘aere te pepe mei tēta‘i tiare ki tēta‘i. the butterfly fluttered around from flower to flower. [Pn. *pepe1.]"
pepe,"2, v.i. Reduced in girth, flattened (of a bulge), gaunt, lean, pinched, wasted, tucked up. Kua pepe te ‘oro‘enua ō‘ou, ‘auraka e terēni pakari. your horse is (too) lean (tucked up), don’t train it hard. (See tāpepe1.) pēpe, n., v.i. Baby. ‘Apaina mai te pēpe kia ‘āngai‘ia. bring the baby to be fed; i pēpe ana ‘oki tātou pou roa, and we were all babies once. Pēpe rākau, wooden doll. Pēpe varevare, young baby, babe-in-arms. [Eng. baby.] pēpē1, v.i., fq. pē1. 1. Rotten, soft-ripe. Mē pēpē te kuru, when the breadfruit are soft and ripe. 2. Bruised, beaten up. Kua pēpē iāku ‘aia i tō maua moto‘anga. I gave him a real pounding when we boxed. [pē1 RR.] pēpē2, (-a, -‘ia). Call hens by shouting pē! pē! pē! ‘Aere pēpēa te moa. go and call the hens. [pē3 RR.] pēpē3, see pēpe, baby. pēpē‘i, (-a, -‘ia), fq. pē‘i. Throw, pelt. Kua pēpē‘i ‘aia i te manu kavamani ki te toka. he pelted the mynah birds with stones; e ‘akaoki mai i te pōro mē oti kōtou i te pēpē‘i. bring the ball back when you have finished throwing it about; kua pēpē‘ia te puru ‘akari ki raro i te kauvai. the coconut husks were tossed into the river. Pēpē‘i tamanu, to juggle with tamanu seeds. [pē‘i RR.] Pēperuare, prop. n. February. Kā tanu tāua i tā tāua tōmāti i ngā rā mua o Pēperuare. we‘ll plant our tomatoes in the first few days of February. [Eng. February.]"
pera,", n. 1. Propellor. Kua ‘ati tēta‘i manga i te pera o te pa‘ī i te ū‘anga ki runga i te toka. part of the ship’s propellor broke when she struck the rocks. 2. Windmill. Kua taka viviki te pera nō te pakari i te matangi. the windmill revolved quickly in the strong wind; tē ma‘ani pera kīkau nei au. I‘m making a windmill from a coconut leaf. 3. Revolving fan. Kua ‘akataka‘ia te pera ‘akaanuanu i roto i te ‘are nō te vera. the fan in the house was switched on because of the heat. [Eng. propellor.] pērā, (-‘ia), v.i. Like that. Kua tākinga meitaki ‘aia ia kōtou i tō kōtou no‘o‘anga ki tōna kāinga, ē kua pērā katoa ‘aia kia mātou. he looked after you very well when you were staying with him, and he was just the same to us; kā pērā rāi i tēta‘i tuātau. it will be like that sometimes; ‘Auraka rava koe kia pēra ‘aka‘ou. don’t you ever do that again; e ‘apai pērā koe i te pi‘a mei tā tērā tamaiti. you are to carry the boxes the same as that boy; kua vaitata au i te moto iāia i tōna pērā‘anga mai. I nearly punched him when he spoke to me like that; kāre i tāvenevene ana tā rātou tī, i inu pērā ‘ua. their tea wasn’t sweetened, they drank it just as it was; tanua te tītā, pērā katoa te paoti. bury the rubbish and the same with the empty tins; ‘Akarukena pērā ‘ua. leave it just like that. [pē-4, -rā4.]"
pere,"1, v.i. To travel around (of a working party going around from place to place). Tē pere vāere maī ra ‘a Ka‘a mā. Ka‘a and his team are going around clearing plantations. [Ta. *pere1.]"
pere,"2, (-a, -‘ia), n. (Sing) descant. Nā‘au e pere i tā mātou ‘īmene. you are to sing the descant in our hymn. Pere tānga-rongaro, (sing) a contrapuntal descant. Pere tāmou, (sing) a fixed (octave higher) descant. (See perepere1; cf. pere1.)"
pere,"3, v.i., n. Play cards (esp. poker), playing cards. ‘Aere mai, kā pere tāua. come on, let’s play cards; nā‘au i vevete i te pere. it was you that tore the cards. Pere moni, gamble, gambling. ‘E pere moni te tanu tōmāti. planting tomatoes is a gamble. Tangata pere moni, one who plays for money, gambler. Pere tangata, court card(s). Pere rākau, pere toka, (play) a kind of draughts. Pere tūtī, (play) a juggling game with candlenut seeds which are tossed in the air and caught on the back of the hand. [Eng. play.]"
pere-,"4, see perekuku, pere‘ū. (? cf. pere1.)"
-pere,"5, rt. *cherished. (See ‘akaperepere, ‘akameremere, kōperepere.)"
-pere,"6, see perepere2. pēre, n. Bale. ‘Apaina mai te ngā pēre pūtē kia ‘a‘ao tātou i te kōpara. bring over the two bales of sacks for us to put the copra in. (See tāpēre.) [Eng. bale.] pēre‘i, (-a, -‘ia). To use one’s weight to press down on sthg. E pēre‘i i tēnā tua. press down on that end. [Eng. press.]"
pereiki,", see perēki."
pereketa,", (Bib. bereketa). Carbuncle (precious stone). [Heb. bâréketh.] perēki, pereiki, (-a, -‘ia) n. Brake. Nāringa kāre koe i perēki, kua ū rāi. There would have been a collision if you hadn’t braked; tāomia te perēki. step on the brakes. [Eng. brake.]"
perekuku,", see pere‘ū, to run the hand along sthg. perēmu, n. A frame. Te perēmu tūtū, the picture frame. [Eng. frame.] pere‘ō, pereo‘o, n. Cart, wagon, chariot. Ka nā runga tāua i te pere‘ō ki Avarua. let’s go to Avarua on the wagon; tēta‘i pere‘ō tipi rua, a two-wheeled cart. Pere‘ō pēpe, pere‘ō tamariki, pram. Pere‘ō tā‘are, caravan. (See tāpere‘ō.) [Tah. pereo‘o.]"
pereo‘o,", n. (See pere‘ō.)"
perepere,"1, (-a, -‘ia), fq. pere2. Sing descant, sing the soprano line, sing falsetto. Kua perepere ‘aia i te ‘īmene. he sang the descant line of the song; kua pereperea e Tārau te ‘īmene. Tārau sang the soprano line of the hymn. [pere2 RR.]"
perepere,"2, in perepere kāvana, overjoyed, rejoicing. Kua perepere kāvana rātou. they were overjoyed; kua ‘aere mai rātou ma te perepere kāvana ki mua i te aroaro o te ariki. they came rejoicing into the presence of the king; ma te perepere-kavana e te rekareka o te ngakau, with great joy and gladness of heart (1 Kings 8.66). [-pere6 RR.] pereperetā, (-‘ia), v.i, fq. peretā. Happen instantly, straightaway. Perepereta ia to ratou mate e! how soon thereafter they meet their downfall! (Ps. 73.19). [peretā rR.] perepotītio, poroitito, n. Preposition. Tei mua te perepotītio i te nōmena. the preposition stands before the noun. [Eng. preposition.]"
pererau,", n. Wing, fin (Mang. dial., cf. Rar. pē‘au)."
pereta,", n., (Bib. peresa). Ossifrage, lammergeyer. Ko te aeto, e te peresa, e te ozeni, the eagle, the ossifrage, and the osprey (Deut. 14.12). [Heb. péres.] peretā, (-‘ia), v.i., (Bib.). To happen immediately, straightaway, quickly. Peretaia akenei kia mae vave teianei suke. how quickly this fig tree has withered away! (Matt. 21.20). [pere6, -tā.] perēti1, n. The press. Kua tika tei ‘akakite‘ia i roto i te perēti. it was correct what was reported in the press. [Eng. press.] perēti2, n. Bridge (of ship). Tē tū ra te rangatira i runga i te perēti. the captain was standing on the bridge. [Eng. bridge.] pere‘ū, (-‘ia). Run or strip sthg through the hand or fingers, as in squeezing water from a lock of hair, or unrolling sleeves quickly and carelessly. Kua mā te para o te kiri‘au i tōna pere‘ū‘anga ki roto i te vai. he got the slime off the (retted) hibiscus bast by stripping it through his fingers underwater."
pereue,", pereuē, n. Coat. Kāre e tano tēnā pereue iā koe, ‘e poto te rima. that coat won’t fit you, the sleeves are too short; e ‘ākara koe i te tīketi i roto i te pūtē pereue. see if the ticket is in the coat pocket. Pereue ‘iku, tail coat. Pereue roa, long coat, overcoat. Pereue ua, raincoat. [Tah. pereue.]"
periota,", piriota, n. Full stop. Tukuna te periota ki te ‘openga. put the full stop at the end. [Eng. period.]"
peritome,", (-‘ia). Circumcise. Kua peritome te taote i te tamaiti. the doctor circumcised the boy; kua oti ‘aia i te peritome‘ia. he has been circumcised now; te peritome kore, the uncircumcised (Is. 52.1). [Gk peritomē.]"
peroveta,", n. Prophet. Kua taputo‘u te peroveta i te au mea tē kā tupu. the prophet foretold what would happen; tēta‘i peroveta pikika‘a, a false prophet; kare te peroveta e ngere i te akameitaki, mari ra i tona uaorai enua. a prophet will not go without praise, except in his own country (Matt. 13.57). [Gk prophētēs.]"
peru,"1, (-a, -‘ia), n. 1. Comb. E peru meitaki koe i tō‘ou rauru. comb your hair nicely; kua ‘ākara ‘aia ki roto i te i‘o ‘akaata i tōna peru‘anga i tōna rauru. he combed his hair in the mirror; perua tō‘ou rauru kia vave. hurry up and comb your hair; kua ‘oko peru mai au. I’ve bought a comb. 2. Prepare, collect, forage for food. Kua ‘aere rātou peru kai. They’ve gone to prepare food."
peru,"2, n. A large roughly-woven coconut-leaf basket (Mang. dial. cf. Rar. tāpora). Kāvea mai tēnā peru tōmāti. bring over that basket of tomatoes; kua ‘a‘ao te ravākai i tāna au ‘apinga ki roto i te peru. the fisherman put his tackle in the creel. pēruro, n., (Bib. berulo). Beryl. Te varu ra, e berulo ia, the eighth (foundation of the wall), it was made of beryls (Rev. 21.20). [Gk bērúllion.] pēruti, n., (Bib. berusi). Fir tree. Te au berusi ra, to te kasida ra are. the fir trees are dwellings for the stork (Ps. 104.17). [Heb. berôth.]"
peta,", (-‘ia). 1. Lay a bet, (put down a) stake. Kua peta ‘aia ‘ē rima paunu i tō māua pere moni‘anga, ē i tōku ‘akakake-‘anga, kua tuku ‘aia i te ‘au. he staked five pounds when we were playing poker, and when I raised, he threw in his hand; kua tāpiri ‘aia i te peta ā Paku. he matched Paku’s stake. 2. Bribe. Kua peta ‘aia i te tamā‘ine ki te moni kia kore e ‘akakite i tā rātou muna ki te ‘akavā. he bribed the girl not to tell their secret to the police; kua petā‘ia te tamaiti e Mare ki te ‘ava‘ava ē te moni. Mare had bribed the boy with money and cigarettes. [Eng. bet.]"
pete,", v.i. (Be) fat. ‘E toa puaka pete tēia. this is a fat boar. (See petepete, petepetetue.) [cf. Np. *peti.]"
petepete,", v.i. Plump, sleek, very fat. Kua petepete tāna punua puaka nō te ‘āngai putuputu ki te nītā ē te ‘akari. his piglet was very fat through being fed frequently with pawpaw and coconut; ‘E mea tamaiti petepete tika ai tā‘au. that is a plump little boy of yours. [pete RR.]"
petepetetue,", v.i., fq. petetue. Thick. Kua petepetetue te pākiri o te puaka i te katikatia‘anga e te namu. the pig had thick skin from the frequent mosquito bites; ko te au pūtē petepetetue tā‘au e ‘apai, e vai‘o atu koe i te au mea angiangi. you are to take the thick sacks and leave the flimsy ones; ‘E ‘apinga tika ai te petepetetue i tēnā au ‘opa paraoti. it is really thick the material in those rolls of calico. [petetue RR.] petetē, v.i. Squash. Kua petetē te nītā para i te topa‘anga ki raro. the ripe pawpaw squashed when it fell down; taria te tōmāti petetē nā te puaka. take the squashed tomatoes for the pig; kua to‘u tōna pūtē piripou i te petetē‘anga te vī ki roto. his trouser pocket was stained when the mango squashed in it. (See ‘akapetetē, tāpetetē.)"
petetue,", v.i. Thick (opposite of angiangi, thin, flimsy). Kua petetue te pata i runga i tāna varāoa i tōna parai‘anga. she spread the butter thickly on her bread; ‘Auraka e parai petetue roa i te tiāmu. don’t put the jam on too thick; ‘E kāka‘u petetue tēia. this is a thick material; kua ‘anga‘anga ma‘ata ‘aia i te viri‘anga i te ‘āuri nō te petetue. he had a hard job to drill through the steel, it was so thick; rauru roāngarere ē te petetue, long, thick hair. (See petepetetue, ‘aka(pete)petetue, tā(pete)-petetue.)"
peti,", n. Spades (the card suit). ‘E peti tā tātou ‘uri. spades are trumps; te ‘umi peti, the ten of spades. [Eng. spades.] pēti1, (-a, -‘ia), n. Wager, bet, back (horse). Ka pēti au kiā koe, kā topa tō‘ou ‘oro‘enua i tōku. I‘ll bet you that your horse loses to mine; ‘Ē rima paunu tāku i pēti ei ki runga i tō‘ou ‘oro‘enua. I’ve bet five pounds on your horse; ‘E ‘oro‘enua pēti putuputu tērā nāku i te tā‘emo‘emo. that is the horse I often back at the races; ko te ‘oro‘enua tei kore i pēti‘ia, koia tei rē rua. the unbacked horse came second; kua rūti tāna pēti. he lost his bet. [Eng. bet.] pēti2, n. (Military) base. Te pēti o te pa‘īrere, the aeroplane’s base. [Eng. base.] pētini, n. Basin. E riringi i te ū a te kiore ngiāo ki roto i te pētini. pour the cat’s milk into the basin; kua ‘apai pētini mai koe ‘ei kākapu i te rango? Have you brought a basin to put the honey in? [Eng. basin.]"
petu,", v.t. To kick (the legs) out, strike out (with the legs, as in swimming), flap its tail (of a fish), paw or scrape the ground (of a horse or dog), revolve (of ship’s propellor). Kua petu ‘aia i ngā vaevae i tōna kau‘anga ki runga i te toka pēnei ‘ua ake ka mataku te punua mangō. he thrashed out vigorously with both legs as he swam to the rock in the hope of scaring off the young shark; e tāmata pakari koe i te petu i tō‘ou vaevae mē kau koe. try hard to kick out with your legs when you swim; i te petu‘anga te pera o te pa‘ī, kua ‘akamata te pa‘ī i te neke ki mua. when the propellor revolved, the ship began to edge forward; kua petu te ‘oro‘enua i te one ki tōna vaevae. the horse pawed the ground; kua petu te puakāoa i te tītā ki tōna vaevae. the dog scratched the grass (after urinating). (See petupetu, tāpetu-(petu).) [Ce. *petu.]"
petupetu,", v.t., fq. petu. Thrash (the legs) about, kick out, flap (the tail) about. Kua auē te tamaiti ma te petupetu i ngā vaevae i tōku rave‘anga i tāna patapata. the boy howled and kicked his legs about (in a temper) when I took his marbles away; kia tae te ika ki te ngā‘i pāpaku kua petupetu viviki ‘aia i tōna ‘iku kia ora. when the fish reached the shallows, it wriggled its tail vigorously to get away. [petu RR.]"
peu,", n. 1. Custom, habit, practice, fashion. Tē vaī ra te au peu tā rātou i mātau i te rave, inārā kia tae mai te ‘Ēvangeria, kua tuku kē rātou i te au mea ta‘ito. there were old customs that they used to practice, but when the gospel arrived they abandoned those old ways; kua tomo aturā Paulo ki roto kia ratou, ko tana ia peu. and Paul went on into them, as was his custom (Acts 17.2). 2. Trick, stunt, gimmick. Kua ‘akaāri te tangata manamana kia mātou i tēta‘i au peu. the conjuror did some tricks for us. Peu kanga, prank. 3. Dodge, excuse, evasion. ‘E tangata kimi peu tika ai koe. you are a dreadful one for making excuses. 4. Item in an entertainment or show. Kua āvaava te tangata i tō mātou ‘akaāri‘anga i tēta‘i au peu mataora. the people cheered when we put on some acts for them. (See ‘akapeu.)"
