Word/Phrase,Description & Definition
arataki,", (-a, -na, -‘ia). 1. Lead sbdy or something, to guide. Kua arataki ‘aia ia rātou nā roto i tāna ngā‘i tanu‘anga kia mātakitaki i tāna au ‘apinga kai. he led them round his plantation so that they could see his crops; kua arataki‘ia ‘aia ki te tainga mei te māmoe mūtēkī te tū. he was led, quiet as a lamb, to the slaughter; ka arataki ki te pekapeka. it‘ll lead to trouble; E arataki i te ‘oro‘enua. lead the horse; E ‘eke ki raro, aratakina tō pātikara. get off and push your bike. 2. Expound, explain, give (opinion, reason, explanation). Kua mūtēkī rātou i tōku arataki‘anga i tōku manako. they kept quiet as I explained my ideas. 3. n. Leader, guide. Kā ‘iki tātou iāia ‘ei arataki nō tātou. let’s choose him as our leader. [Pn. *hala-taki.]"
aratakina,", pass. arataki. lead, guide."
aratakitaki,", (-a, -na, -‘ia), fq. arataki. 1. Lead, guide. E aratakitaki ‘ua kōrua i tēnā ngā ‘oro‘enua, kāre ‘oki i mako meitaki ake i te ‘aka‘oro. just lead those two horses, they‘re not really used to being ridden yet; kua ro‘iro‘i rātou i tōku aratakitaki‘anga nā runga i te au maunga. they got tired when I guided them over the mountains; kua aratakitakina e te tīnana puaka tāna au punupunua nā runga i te au tuā‘u ‘uri tōmāti. the sow led her piglets over the beds of young tomato plants. 2. Express (opinions), give or explain (views, reasons). E ‘akapoto ‘ua i tō kōtou manako mē aratakitaki kōtou. be brief when you express your opinions."
aratakitakina,", pass. aratakitaki. lead, guide."
‘aratita,", n. Peanut. ‘ī ono pene i te paunu ‘aratita, peanuts sixpence a pound. ‘ārau, (-a, -‘ia). Get hold of (i) something touch, handle, reach for (ki) something. ‘Auraka rava kōtou e ‘ārau ‘ua atu ki tēta‘i ‘ua rākau i runga i tōna kāinga. you mustn’t touch any of the fruit on his grounds; kare ‘e rauka iā koe i te ‘ārau mai i tēta‘i potonga va‘ie ki tō rima ka ‘aere mai ei? couldn’t you manage to pick up (get hold of with your hands) a bit of firewood as you come?; kua topa ‘aia ki roto i te tai i tōna ‘ārau‘anga i te ‘akari e pānū ra. he fell into the sea as she (tried to) get hold of the floating coconut; kāre i mou taua ‘apinga i tōku ‘ārau‘anga ē kua topa ki roto i te tai. I couldn’t hold the thing when I got my hands to it and it fell into the water; kāre rava au e tae i te ‘ārau ‘ua atu ki tā tēta‘i mea. I could never bring myself to make off with other people’s things; ‘Ārau‘ia mai tērā‘o punu. get hold of that tin there. [Ck. *aa-rau.] ‘āraurau, (-a, -‘ia), fq. ‘ārau. Get hold of, touch, meddle with, take. ‘Auraka tō kōtou rima kia ‘āraurau ‘aere ki teia au niuniu. don’t go meddling with these wires; ‘āraurau‘ia mai tēta‘i au kīkau marō mē ‘oki mai kōrua ki te kāinga. get hold of some dry coconut leaves on your way home; ‘e tangata rima ‘āraurau ‘apinga tika ai koe. you are always meddling with (or taking) things. ‘ārāvei, v.t., v.i., recip. Meet, encounter. Kia matakite i te ‘aere ki te tua kauī mē ‘ārāvei koe ki te mōtokā. be careful to keep to the left if you meet a car; kāre rātou i raveraveā i te tamaki i tō rātou ‘ārāvei‘anga ki te ‘enemi. they weren’t loath to fight when they came upon the enemy; nō te ‘ārāvei mai māua iāia i roto i te ‘are maki. we’ve been to see him in hospital; ‘e tangata ‘ārāvei putuputu ‘aia ki te manuia. he often strikes lucky; ‘e mānganui te manamanatā tei ‘ārāvei kia mātou. we met with a lot of difficulties; kāre koe e ‘ārāvei i te kai mei tēia te tū i reira. you won’t come across food like this there; te ngā‘i i ‘ārāvei ei te moana ē te rangi. the place where sea and sky meet."
‘are,", n. 1. House, building. ‘E ‘are rau tōna, kua pāruru‘ia ki te koro. he has a thatched house with wattled walls. ‘Are ‘a‘ao ‘ua rākau, fruit-packing shed. ‘Are ‘āiti, freezer, ice-cream shop. ‘Are ‘akaanuanu, freezer. ‘are ‘akavā-‘anga, courthouse. ‘Are ‘āpi‘i, school. ‘Are ‘āuri, gaol. Kua tīria ‘aia ki roto i te ‘are ‘āuri. he was thrown into gaol. ‘Are ariki, palace. ‘Are kākō, cargo shed, warehouse. ‘Are kariei, ‘are karioi, entertainment hall, (in the old days) a house devoted to dancing and games. Tāpae mai ki te ‘are kariei kia kite koe i te au peu mataora. come to the entertainment hall and see all the fun. ‘Are kāvamani, Government House, government offices. ‘Are kīkau, house thatched with coconut leaves. ‘Are kōrero, 1. a house where Maori history, genealogies, myths and legends were taught to the young, and where young men were instructed in the art of warfare. 2. A Maori historian, esp. an expert in genealogies; ko tā tēia ‘are kōrero tēia i kite, tē vai atū ra tā tēta‘i. that’s what this particular ‘are kōrero knows, other historians may have something different. ‘Are kūki, cook-house, kitchen. ‘Are maki, hospital. ‘Are maki marō, sanatorium. ‘Are meangiti, lavatory (euphem.). ‘E ‘are meangiti iti, a small lavatory. ‘Are moe, dwelling-house. ‘Are mōrī, lighthouse. ‘Āre mōtokā, garage, cab of car. ‘Are ‘orometua, mission home. ‘Are ‘ōtera, hotel. ‘are patu, stone or concrete house. ‘Are nēneva, asylum. ‘Are pirīki, brick-built house. ‘Are rau, house thatched with pandanus. ‘Are rākau, timber-built house. ‘Are pure, church. ‘Are repo, lavatory; E tāmā i te ‘are repo i te au pōpongi kātoatoa ma te pīpī ki te vairākau. clean the lavatory every morning and sprinkle it with disinfectant. ‘Are tāpa‘e‘anga, ‘are tāpae‘anga, way-side inn. ‘Are tāpeka(‘anga), gaol. ‘Are tārekareka, recreation hall. ‘Are teata, cinema, theatre. ‘Are tī, tea shop. ‘Are toa, shop. ‘Are torōka, cab of truck. ‘Are (tunu‘anga) varaoa, bakery. ‘Are tūpaki‘anga ‘āuri, forge, smithy. ‘Are tūrama, lighthouse. ‘Are ture, courthouse. ‘Are umu, kitchen, cook-house. ‘Are ‘uipā‘anga, meeting-house. ‘Are vairanga ‘apinga, store-house. Kapakapā ‘are, shack. 2. Used as a collective noun before certain kinship terms (teina, tuakana, taeake, tua‘ine, mokopuna). Arataki‘ia mai te au ‘are teina ō‘ou ki te umukai. bring your younger brothers (or sisters) to the feast. (See ‘are‘are, (tā)ngutu‘are.) [Pn. *fale.] ‘ārē, neg. No, not (Mang. dial., cf. Rar. kāre). ārea, n. Wide-open space, open expanse of land or sea. ‘E ārea ma‘ata tei rotopū i taua ngā motū ra. there is a big expanse of open water betweeen the two islands; ko te ārea tēia i roko‘ia ai tō mātou pa‘ī e te ‘uri‘ia i tērā ake terepu. this is the expanse of sea in which the hurricane struck our ship on the last trip; kā tano teia ārea ‘ei ngā‘i ‘akatō‘anga pa‘īrere. this open space would make a good landing-strip; tei te ārea ‘ua tō matau, tukuna ki raro kia rauka te rima kumi. your hook is hanging in open water (i.e. where there are no rocks and so no fish), let it down to five fathoms. [Ce. *aarea.]"
areare,", v.i. 1. Clear (of water), plain (of water, i.e. not made into tea etc.), trans-parent (of glass). Ka kitea te ika i raro i te vai mē areare meitaki. (you) will see the fish down in the water if it’s nice and clear; nō te areare i te vai, nō reira kua ata mai tōna tūtū. the water was so clear that his reflection showed; kua ve‘u te tai i te ‘aruru‘anga te paura, ē, i te areare‘anga, kua kite rātou ē kua matemate te ika. the water became cloudy when the charge went off, and as it cleared they saw that the fish were dead. i‘o areare, n., clear glass (as opposed to i‘o pōpōiri, frosted glass). kāre au e inu i te tī, ‘e vai areare ‘ua tāku ka ‘inangaro. I won’t have any tea, I’d like just plain water. 2. Weak (of tea, coffee). Kua areare te tī. the tea is getting weak now. 3. Blurred, hazy. Kua areare ‘ua te ‘apinga i te kino‘anga tōna mata. with his eyes being bad, things looked blurred. [Ta. *areare.]"
‘are‘are,", v.i. 1. Having houses. Mē ‘e ‘are‘are ‘aere tō reira ko taua ngā‘ī ra ia. if there are houses about, that‘ll be the place. 2. Overhanging (of projecting rocks). ‘E toka ‘are‘are ‘ua taua tokā ra, kāre rava koe e rari i te ua. it’s an overhanging rock, you won’t get rained on at all. 3. Clear and empty, vacant (of caves and holes). Kia tae atu mātou ki reira, tē ‘are‘are ‘uā ra te va‘arua, kāre ‘e mea i roto. when we got there the hole was quite empty, nothing was in it; i te ‘are‘are‘anga te ngūtupa o te ana ia rātou i te ‘akaātea, kua tomo rātou ki roto ē kua ārai ‘aka‘ou. when they had got the mouth of the cave clear, they went inside and blocked it up again (behind them). [‘are RR.] ‘ārenga, v.i. (Become) yellowish. [‘ā-7, renga.] ‘ārengarenga, v.i., fq. ‘ārenga. (Become) yellowish. [‘ā-7, renga RR.] ārerāmoe, see ārarāmoe."
arero,", n. 1. Tongue. Kua āterotero mai ‘aia i tōna arero kiāku. he kept putting his tongue out at me; ‘e punu arero māmoe tāna i ‘oko mai ei nāku. he bought me a tin of sheep’s tongues. 2. Valve (of tyre). Kua kino te arero o te pātikara. the bicycle has a faulty valve. (See piriarero.) [Pn. *‘alelo.] ‘āreto, n. 1. The Eucharist. Kua ‘akatapu‘ia te ‘āreto i te oti‘anga i te ‘ākonokono. the Eucharist was blessed after it had been prepared. 2. (Obsolete and biblical). Bread, cf. varaoa. [Gk artos.] ‘āre‘ure‘u, v.i. Getting gray, grayish. 
[‘ā-8, re‘u RR.]"
ari,", rt. *Visible. [Pn. *‘ali.] ‘ārī, (-a, -‘ia). 1. Hang something up. E ‘ārī ‘aere i te kīkau mā‘ū ki runga i te taura kia viviki i te marō. hang the wet clothes up on the line so they‘ll dry quickly; ‘Ārā te kā‘ui meika ki runga i teia ‘ātava. hang the bunch of bananas on this branch. 2. v.i. Hang up. Tē ‘ārī ‘uā ra te kete i runga i te ‘ātava rākau. the basket was just hanging on the branch of a tree. [‘ā-8, rī.] āria, n. An open stretch of water between two islands in the lagoon. I arumaki‘ia ‘aia e te mangō i te āria i rotopū ia Ta‘akoka ē Motutapu. he was chased by a shark in the gap between (the islands of) Ta‘akoka and Motutapu. [Np. *aalia.] ‘āria, v.imper. Wait a minute! ‘Āria, kāre ‘a Mi‘i  i tae mai ake! hold on, Mi‘i isn’t here yet!; ‘Āria rā! wait a minute, then!; ‘Āria ana! wait a bit! ‘āriāna, see ‘āria. [‘āria, ana2.] ‘āringa. If (a rare variant of nāringa)."
ariki,", n. 1. High chief, ruler over a tribe (vaka tangata). Ariki pūtokotoko, a supporting chief, esp. one with know-ledge of tribal tradition. Ariki tūtara, the ariki’s second-in-command, originally usually a younger brother. ‘E ariki tūtara ‘aia nō Ngāti Tangi‘ia. he was deputy high chief of the Tangi‘ia clan. Ariki tumu, paramount high chief. 2. King. ‘E ariki rongonui ‘aia ē te ‘akamoe‘au. he was a famous king, who worked for peace; ko te ‘are ariki tēia. this is the palace; ‘e no‘o‘anga ariki tika ai tōku ki taua ‘enua. when I was in that country I really lived like a king. Ariki va‘ine, queen. Te ariki va‘ine o te pō, queen-of-the-night, a flower name (? Cestrum nocturnam). (See kauariki.) [Pn. *‘ariki.] ‘āriki1, 1. (-a, -na, -‘ia). Put a covering on (i) something, to cover something over, lay (a table). Kua ‘āriki ‘aia i te toka ki te ‘ōrei ‘ei ngā‘i no‘o‘anga nōna. he spread his handker-chief on the rock to make somewhere to sit; E ‘āriki i te umu ki te pūmāika kā tuku ei i te kai ki raro. cover the oven with pūmāika (q.v.) before you put the food down in; E ‘āriki i te kaingākai. put the cloth on the table; kua oti te kai i te ‘āriki, ‘aere mai kaikai. the table is laid, come and eat; ‘enua ‘āriki tā‘onga, land which goes with a title. 2. n. Anything used as a cover or covering, something to put things on, a holder, container. ‘E rau meika te ‘āriki i tā mātou kai. we use banana leaves to put our food on; ‘e ‘āriki tōpa petetue tēnā. that’s a thick sofa cover; ‘e a‘a tā‘au ‘āriki vai? what are you going to keep the water in? ‘Āriki kaingākai, tablecloth. ‘Āriki ro‘i, bedspread, quilt, blanket, sheet. ‘E paruai ‘ua nei tōna ‘āriki ro‘i. her quilt is plain calico. ‘Āriki ta‘ua, floor covering, mat. 3. n. Banana leaf. E ina i te ‘āriki ka va‘ī ei i te ika. soften the banana leaves over the fire before you wrap up the fish. 4. n. Saucer. Te ‘āriki o tēia kapu kai tī, the saucer that belongs with this teacup. (See ‘ārikiriki1.) [Pn. *faaliki.] ‘āriki2, (-a, -na, -‘ia). 1. Welcome, receive, accept, accommodate (guests). Kua ‘āriki meitaki rātou iāku i tōku tae‘anga ki tō rātou ‘enua. they gave me a friendly welcome when I got to their country; kāre e rauka te ‘ōtera kia ‘āriki ia tātou. the hotel can’t take us. 2. Accept, approve, agree to (a proposal). E ‘āriki ‘ua ana mātou i te tika a te rēpirī. we always accept the referee’s decision; kua ‘āriki ‘aia i tāna utunga ma te ngākau māro‘iro‘i. he took his punishment bravely; kua toto‘u‘ia ē kāre rava ‘e tangata i ‘āriki atu. it was predicted and nobody would believe it; kua rekareka ma‘ata ‘aia i tō mātou ‘āriki‘anga i tōna manako. he was very pleased when we approved his proposal; kāre e ‘ārikia tā‘au tuatua, nō te mea tē no‘o pekapeka ‘ua nei ngā pae tangata. they won’t agree to what you’ve said, because the two sides are at logger-heads. (See ‘ārikiriki2.) ‘āriki‘anga, nom. Reception, welcome. Kua rave‘ia tā mātou ‘āriki‘anga iāia ki te kāinga ‘orometua. we held the reception for him at the mission-house. [‘āriki2, ‘anga4.] ‘ārikina1, pass. ‘āriki1. cover. [‘āriki1, na4.] ‘ārikina2, pass. ‘āriki2. accept. [‘āriki2, na4.] ‘ārikiriki1, (-a, -na, -‘ia), fq. ‘āriki1. 1. Spread a covering over something. Kua ‘ārikiriki ‘aia i te ngā‘i no‘o‘anga o te manu‘iri ki te moenga. he spread mats where the guests were to sit; tei te ‘ārikiriki ‘aia i te au ro‘i ki te tīvaevae. she is covering the beds with the patchwork quilts; kua tauturu ‘aia iāku i te ‘ārikiriki‘anga i te au kaingākai nō te umukai. she helped me put the cloths on the tables for the feast. 2. n. Nappy, diaper. Tē pu‘a ‘ārikiriki nei au nō te pēpe. I‘m washing the baby’s nappies; kia oti tēia kete ‘ārikiriki i te ‘akatika ka ‘aere ei tāua. we‘ll go when we’ve ironed this basket of nappies. [‘āriki1 Rr.] ‘ārikiriki2, (-a, -na, -‘ia), fq. ‘āriki2. Welcome, receive, accept. Kua ‘ārikiriki‘ia rātou i tō rātou tae‘anga mai. they were welcomed on their arrival. [‘āriki2 Rr.] ‘ārikirikina1, pass. ‘ārikiriki1. cover. [‘āriki1 Rr, -na4.] ‘ārikirikina2, pass. ‘ārikiriki2. welcome. [‘āriki2 Rr, -na4.] ‘ārio, n. Silver (the metal, silver money is moni teatea). Kua pūpū rātou i te ‘auro ē te ‘ārio ki te ariki. they presented the king with gold and silver; ‘e poe ‘ārio tōna. she has silver earrings. [Gk arguros.]"
ariri,", n. Rough turban snail (Turbo setosus). Tē ko‘i arirī ra māua i rere mai ei taua pa‘īrere. we were collecting ariri when the plane flew over; ‘e mitiore ariri tā māua i kai ei. we had mitiore with ariri in it; ‘auraka e tiritiri ‘ua i te anga o te ariri. don’t throw the ariri shells around. (See tāariri.) [Pn. *‘alili.] ‘ārite, see ‘āite. ‘āriu, v.i. 1. Turn around. Kua ‘āriu mai ‘aia ki muri i tōku kāpiki atu‘anga. he turned (to look) back when I called out; kua kite mai ‘aia iāku i tōna ‘āriu‘anga ki tēta‘i tua i te ara. he saw me when he turned around to (face) the other side of the road; E ‘āriu mai tō taringa ki tāku tuatua. pay attention to what I say. 2. v.t. Turn (an ear), i.e. listen attentively. Kua ‘āriu ‘aia i tōna taringa ki te reo auē. he turned to listen to the screaming. (See ‘āriuriu.) [Pn. *faliu.] ‘āriuriu, v.i., fq. ‘āriu. Turn around. ‘E a‘a tā‘au e ‘āriuriu ‘uā ra? what is it you keep looking around for? [‘āriu Rr.]"
aro,", n. 1. The front of the body, the front or face of something, that side (of a piece of material) which faces outwards, the upper surface (of a leaf, as opposed to tua, back), that end of a coconut which contains the eyes (same as mata). E ‘uri mai koe i tō‘ou aro kia ‘ākara au ē ‘e a‘a tērā au to‘u i runga i tō rae. turn around and face me so I can examine those spots on your forehead; ko te aro tēia o te kāka‘u mē tui koe. this will be the right side (i.e outward side) of the material when you sew it up; kua tuatua mai ‘aia i mua tika ai i tōku aro. he said it right in front of me; te aro o te ora, the face of the clock; te aro o te vaka, the front of the canoe; te aro o te mato, the face of the cliff; te aro o te ‘are, the front (main entrance) of the house; ‘e ‘āuri aro ‘ā tāna i vero ei. he hurled a four-flanged spear. 2. Ply (of rope or wood). Kua rauka katoa iāia i te ‘iri i te taura ‘ē toru aro. he could also braid three-ply ropes; rākau aro toru, three-ply wood. (See aroaro, piriaro.) [Pn. *‘aro.] ‘ārō, (-a, -‘ia). Peep, peek. Kua tāmata ‘aia i te ‘ārō nā roto i te puta tāviri. he tried to peep through the keyhole; ko ‘ai tērā e ‘ārō maira i muri i te pi‘a? who is that peeping from behind the box?; ‘aere ‘ārō‘ia te tangatā ra mē kua ‘aere. go and take a peep to see if the man has gone. (See ‘ārōrō.)"
aro‘a,", (-‘ia). 1. Greet, welcome, salute, offer good wishes (esp. to guests on arrival or departure). Kua aro‘a mai ‘aia kiāku i tōku ‘ākara atu‘anga kiāia. he greeted me when I glanced at him; kua nā mua ‘aia i te aro‘a i te ‘uipā‘anga i ‘akakite ei ‘aia i tōna manako. he greeted the assembly and then expressed his views; ‘e mānganui te au taeake tei ‘aere mai ki te pae tai i te aro‘a atu i te tere tangata. many friends came to the beach to wish the travellers good speed. 2. v.t., n. Welcome with a gift, present (i) sbdy with (ki) something; a gift (usu. ‘apinga ro‘a). Kua aro‘a mai ‘aia iāku ki te moni ē te ‘apinga. he gave me presents of money and goods; ko tāku ‘apinga aro‘a tēia kiā koe nō tō‘ou rā ‘ānau‘anga. here is my present for your birthday; kua aro‘a‘ia ‘aia ki te pare ē te moenga. he was presented with hats and mats; ‘e mea aro‘a ‘ua mai nāna. he gave it simply as a gift (not expecting payment in return). 3. v.t. Forgive, have pity on. ‘e te Atua, ‘e aro‘a mai iāku i te tangata ‘ara nei. O Lord, forgive me, a sinner; kua pati ‘akatenga rātou kiāia kia aro‘a mai ‘aia ia rātou. they begged him to take pity on them; ka aro‘a au iā koe i teia taime, mē mou ‘aka‘ou iāku ka ‘apai rava au ki te ture. I‘ll let you off this time, but if I catch you again I‘ll have the law on you. 4. n. Kindness, sympathy, sorrow (for sbdy in trouble), love (i.e divine love, or loving kindness, not love between sexes, cf. ‘inangaro). ‘E aro‘a tika ai tōku i taua va‘ine taka‘uā ra. I feel very sorry for the widow; nō te aro‘a ‘ua o te Atua i taea mai ei tātou e te mārama mei runga mai. through the grace of God the light (of understanding) has descended upon us. [Pn. *‘alo‘ofa.]"
aroaro,", n., fq. aro. Face, presence. Kua ‘akakite ‘aia ki mua i tō rātou aroaro i tōna tere i tae mai ei. he explained in their presence why he had come; kua no‘o ‘aia ki mua i tōku aroaro ē ma‘ata ‘ua atu ‘aia. he lived with me until he was grown up. [aro RR.] ‘āroeroe, v.i. Feeble, listless, drooping, low (in health or spirits). Nō tōna tū ‘āroeroe, nō reira kua manako māua i te tuku iāia ki tēta‘i ‘enua kē. she was so listless and miserable that we decided to send her abroad; nō te marō pa‘a i tupu ‘āroeroe ei taua rākau. it has been so dry, perhaps that’s why the plants are doing badly. [‘ā-8, roeroe.]"
aronga,", nom. Group (of people, but not used before ariki, rangatira, mata‘iapo, or metua). Ko tērā aronga tei tae mua mai. those people arrived first; tē tūtaki aronga ‘anga‘angā ra ‘aia nāna. he’s paying out his workmen; kua ‘aere ‘aia ki te kave aronga tautai. he’s gone to take a fishing party out; ‘e aronga kino rātou. they are a wicked lot. ‘ārōrō, (-a, -‘ia), fq. ‘ārō. Peep. E ngari kia ārai‘ia tēia ngā‘i kia kore kōtou e ‘ārōrō‘ia e te tangata mē ‘akatūtū i tā kōtou ‘ura. better curtain this place off, so that people can’t peep in at you while you are practising your dance. [‘ārō Rr.] ‘ārote, (-a, -‘ia), n. Plough. E ‘ārote i te one ‘ē toru taime kā tanu ei i te meika. plough the ground three times before you plant bananas; kua ‘ati te mata o te ‘ārote. the ploughshare has broken; tē kika ‘ārotē ra tōna ngā ‘oro‘enua. his pair of horses are pulling the plough; kua ‘ārotea taua ngā‘ī ra ‘ei tanu kūmara. that place was ploughed up to plant kumara; kāre i paru meitaki te one i tō kōrua ‘ārote‘anga. you didn’t break the soil up enough when you ploughed it; ‘Ārote matīni, rotary hoe. [Gk arotron.]"
aru,", rt. *Follow. (See āru, aruaru, arumaki-(maki), tauāru, tuaru.) [Pn. *‘alu.]"
‘aru,", (-a, -‘ia). Snatch away, to seize (property) by force, loot, plunder. ‘E a‘a kōtou kā ‘aru ‘ua ai i tāna ‘apinga i kore ei kōtou e vao‘o kia tu‘a meitaki? why did you snatch his things away instead of leaving them to be shared out properly?; kāre e rauka ia rātou i te ‘aru i taua kāinga ra, nō te mea tē no‘ō ra te aronga tiaki. they won’t be able to raid that place because guards are posted; kua ‘arua tōna kāingā e te ‘ānana keiā. thieves raided his house; kua ‘akautunga‘ia ‘aia i tōna ‘aru-‘anga i te ‘apinga tanu i runga i te ‘enua o tōna taeake. he was fined for stealing crops from his friend’s land. ‘Aru ā paka, to do something roughly or violently. ‘Auraka e ‘aru ā paka ‘ua i te ‘ōrei i te motu, e oraora. don’t be rough cleaning the wound, it’s tender. āru, (-a, -‘ia). 1. Accompany, go with (sbdy), travel on (a ship, bus, etc.). ‘Auraka e āru mai iāku, kā mate koe i te pongi. don’t come with me, you‘ll get hungry; kāre au e tae i te āru ia rātou, kā riri taku pāpā. I can’t go with them, my father would be angry; mē kua āru mai taku tamaiti i teia pa‘ī? I wonder if my son is on this ship?; ‘ī rua ōku āru‘anga i te pa‘ī ki Ma‘uke. twice I’ve been to Ma‘uke on the ship. 2. Pursue, follow. Ka ārua koe e te ‘akavā mē ‘aka‘oro viviki koe. the police will follow you if you drive quickly; kua āru ‘aia i te ana ki te ‘openga. he followed the cave to the end; kua āru ‘aia i te rua tapuae o tōna metua. he followed in his father’s footsteps; ka āru au i tāna ako. I shall follow his advice; e aru i te mataara, follow the road; e āru i te ‘akakite‘anga, follow the instructions; kāre tōku manako e āru ki tē reira parāni. I don’t go along with that plan. ‘Āru rāvenga, imitate, copy. ‘E tangata āru rāvenga tika ai koe. you‘re a proper copycat. [aru rR.]"
aruaru,", (-a, -‘ia). 1. Chase. I aruaru‘ia ana e te puakaoa taua puakani‘ō ra i nakōnei, tērā, kua ‘oki ‘aka‘ou mai. the dog chased that goat off some time ago, and there it is back again now. 2. Try hard, pursue (a goal) with determination. Kua aruaru ‘aia kia riro iāia te rē. he tried his best to win; ‘e tamaiti aruaru ‘aia i te ‘āpi‘i. he always tries hard at school; ko te rua mata‘iti tēia i tō rātou aruaru‘anga kia vai rāi te kapu tēniti kia rātou. this is the second year that they have tried their hardest to retain the tennis cup. [aru RR.]"
arumaki,", (-a, -na, -‘ia). Chase, drive off, expel. Kua arumaki te puakaoa i te kiore ngiāo. the dog chased the cat; kua arumakia ‘aia e te ‘akavā ē kua mou. he was chased by the police and caught; kua rererere te manu i tōna arumaki‘anga. the birds flew away when he drove them off; kāre e rauka ‘aia i te arumaki mei runga i te ‘enua, nō te mea ‘e tika‘anga tōna. he can’t be turned off the land, he has a right to be there. [aru, maki3.]"
arumakimaki,", (-a, -‘ia), fq. arumaki. 1. Chase, drive off. Kua arumakimaki au ia rātou, kāre rā i mou. I’ve been chasing them, but I didn’t catch them; kua arumakimakina māua e te puakaoa. we were chased by the dog. 2. Play tig. ‘Aere mai, ka arumakimaki tāua. come on, let’s play tig. [aru, maki3 RR.]"
arumakimakina,", pass. arumakimaki. chase, drive off. [aru, maki3 RR, -na4.]"
arumakina,", pass. arumaki. chase, drive off. [aru, maki3, -na4.] ‘āruna, n. Ark. Te ‘āruna a te Atua, the ark of God."
‘aruru,", v.i. 1. Rumble, bang, roar, ex-plode. Kua ‘aruru te māngūngū ē kua nga‘ā te i‘o. there was clap of thunder and the glass shattered; kua ‘aruru te paura ki roto i tōna rima. the firework went off in his hands; ko te ‘aruru ngaru ‘ua tā māua i rongo ei. we heard only the roar of the waves. 2. Deep (of voices, instruments). ‘E tangata reo ‘aruru. it’s someone with a deep voice; ‘e kītā tangi ‘aruru tēnā. that guitar has got a deep tone. (See ‘ārurururu, ‘aka‘aruru, ‘aka‘ārurururu, tā‘aruru, tā‘ārurururu.) ‘ārurururu, v.i., fq. ‘aruru. Rumble, ex-plode. Kua ‘ārurururu ‘ua te pupu‘i i taua pō ē ao ‘ua atu. the guns were going off all the night until dawn; ko te ‘ārurururu ‘ua o te pi‘a tāku i ‘akarongo ei. all I heard was the noise of the crates banging. [‘aruru, Rr.] ‘āruru, (-a, -‘ia), v.i. Shelter from the wind, esp. to turn a ship into the wind. Kua ‘āruru rātou ki muri i te motu. they took shelter behind the island; kāre ‘e meitaki i te ‘āruru i te pa‘ī ki konei, ‘e piri roa ki te tau. it’s no good bringing the ship in here for shelter, it’s too close to the shoals; kua tukutuku rātou i te au kie i tōku ‘āruru‘anga i te pa‘ī. they lowered the sails when I turned her into the wind. [‘ā-8-9, ruru2.]"
ata,"1, 1. v.i. Become visible, take shape, form (of images). E kāpiki mai koe mē ata mai te pa‘ī. call out when the ship comes into view; kua ata mai te tūtū i runga i te rīpene. the image began to form on the negative; kua mūtēkī rātou i te ata‘anga mai te teata. they fell quiet when the picture appeared on the screen; kā ata tō‘ou tūtū ki roto i te i‘o. your reflection will appear in the mirror. 2. v.i. Loom up, appear indistinctly or momentarily (used esp. of shadows’ reflections, or things half-glimpsed). Kua ata ‘ua atu iāia tēta‘i ‘ētū. he just caught a glimpse of a star; kua ata mai ‘aia iāku. I caught a vague glimpse of him; tērā ‘a Mea e ata akēra nā muri i te ‘are. there’s whats-his-name slipping (half-seen) around the back of the house; ata pō‘itirere mai te tika tika ai. the truth suddenly dawned. 3. n. Shadow, reflection, silhouette. ‘E ata tangata tērā i runga i te patu. there is somene’s shadow on the wall; te ata o te patu, the shadow of the wall; te ata o te marama i runga i te kiriātai, the moon’s reflection on the water; kua kite atu ‘aia i tōna ata i raro i te vai. she saw her reflection down in the water; kua roroa mai te au ata i te tae‘anga ki te a‘ia‘i. shadows lengthened as evening approached; ko te ata ‘ua o te a‘i tā māua i kite ei. we only caught a glimpse (or saw the reflection) of the fire; kua kite au i tōna ata pōiri ‘ua i roto i te mārama o te rangi. I saw his silhouette dark against the sky. atā ao, n., the first light of dawn (light reflected in the eastern sky before the sun rises). tē kake mai nei te atā ao. the dawn light is mounting into the sky. Atā moe, n., something imagined in the night when half-asleep. ‘E atā moe ‘ua nā‘au. it was just something you imagined in the night. (See ataata1, ‘akaata(ata)1; ‘ākirāta, (mā)māiāta, tātāiāta.) [Pn. *‘ata.]"
ata,"2, v.i. Take fright at something, be intimidated. Kua tuki ‘aia i taua tamaitī ra ‘ē toru taime kia ata, kāre rava ‘e rāvenga. he charged at the boy three times to frighten him off, but it had no effect. (See ataata2, tāata(ata)2.)"
ata,"3, n. Hearts (the card suit). ‘E ata te ‘uri. hearts are trumps; nā‘au i tuku mai i te va‘ine ata. it was you who played the queen of hearts. [Eng. heart.]"
-ata,"4, in ‘ōata, third night of the moon. (cf. ata1.) atā ao, n. See ata1."
‘ata,", 1. v.i. Propped up (on some support), resting on top of something. Kua ‘ata tēnā tua i te pi‘a, ‘e ‘apinga pa‘a tei raro ake. the box is higher at that end, maybe there is something underneath; kua ‘ata tēia ngā‘i i te kupenga ki runga i te toka. this part of the net is resting on a rock. 2. n. Raised framework rack or platform (used for drying things). ‘E ‘atā ika marō tērā i ta‘atai. that’s a platform of dried fish there on the beach. (See ‘ata‘ata, ‘atamira, ‘atāmoa, ‘atarau, pā‘ata(ata), tā‘ata(ata).)"
