Word/Phrase,Description & Definition
‘akangarepu,", caus. ngarepu. Disturb, roughen (of water). I te pōpongi roa te taime meitaki nō te ‘akangarepu i te vai. the early morning is a good time for disturbing the water. ‘akangārepurepu, fq. ‘akangarepu. Disturb, or roughen water continuously. Kāre rātou i ‘akaoti ana i te ‘akangārepu-repu i te vai, ē ‘oki ‘ua atu rātou. they never stopped disturbing the water until they  departed. ‘akangaro(ngaro), rflx. ngaro. Disap-pear, vanish; get lost, begone. e ‘aka-ngaro viviki atu koe iā koe, ‘inē! please, get lost quickly! ‘akangaropōina, caus. ngaropōina. Forget, slip from memory. ‘Auraka rava kōtou e ‘akangaropōina mai ia māua. don’t you ever forget us."
‘akangarungaru,", caus. ngaru. Become rough (of the sea). Te ‘akangarungaru maīra te tai i ‘akamatāi mātou i te rama kōura. the sea was getting rough when we began torch fishing for crayfish. ‘akangāteitei, caus. ngāteitei. Elevate, exalt, honour. E ‘akangāteitei atu i tō‘ou metua-tāne ē tō‘ou metua-va‘ine. honour your father and your mother."
‘akangaue,", caus. ngaue. Disturb, or shake (of newly planted cuttings.). ‘Eia‘a kōtou e ‘akangaue ‘aere i te tiare māori! don’t you go and disturb the gardenia cuttings! ‘akangāueue, caus. ngaueue. Move to and fro, shake. E ‘akangāueue ‘oki koe i te pou kia ngāueue nā mua, ka kiriti ei koe. first move the post to and fro to loosen it up before pulling it out. ‘akangē(ngē), caus. ngē. Swell, inflame. ‘Ea‘a ō mata i ‘akangēngē ei? why have your eyes become swollen?"
‘akangenge,", caus. ngenge. Become numb, to tingle. Kua ‘akangenge ōna vaevae nō tei roa te no‘o tāpiki ‘ua‘anga. his legs became numb from sitting cross-legged too long."
‘akangere,", caus. ngere. Make to go without, to lack. Kua ‘akangere ‘aia i tāna tamā‘ine i te ‘āpara. he made his daughter go without the apple."
‘akangingiti,", caus. ngingiti. Catch breath (from stabbing, or shooting pain). Kua ‘akangingiti te tamaiti i te motu‘anga tōna vaevae i te mō‘ina. the boy held his breath when his foot was cut by a broken bottle. ‘akango‘engo‘eā, caus. ngo‘engo‘eā. Be apathetic, dispirited. ‘Akamāro‘iro‘i! ‘Eia‘a e ‘akango‘engo‘eā tō kōtou manako! Bear up! Don’t be apathetic!"
‘akangorengore,", caus. ngore. Cut very short (of hair, or leaves). Kua ‘akangore-ngore roa‘ia tōna rauru, nō te tunga i tōna katu. his hair was cut really short because of the scabs on his head."
‘akangoru,", caus. ngoru. Enfeeble, slack-en, weaken. E ‘akangoru mai koe i tēnā taura! slacken off that rope! ‘akangote(ngote), caus. ngote. Absorb, suck in, suck up. Nā tēnā ‘oki e ‘aka-ngote mai i te pīrau ki va‘o. that will absorb the pus. ‘akangū(ngū), caus. ngū. Grunt. ‘Ea‘a koe i ‘akangū ‘ua mai ei i kona? why do you just grunt from there?"
‘aka‘ie‘ie,", caus. ‘ie‘ie. Be beautiful, handsome, lovely, pretty. ‘E pēpe ‘aka‘ie-‘ie tika ai tā rāua. they have a really beautiful  baby. ‘aka‘īkoke (koke), caus. ‘īkoke. Make gaunt, lean, skinny, thin; to diet. ‘Aere atu ana e ‘aka‘īkoke iā koe! go and make yourself thin; or, go and diet!"
‘aka‘inangaro,", caus, ‘inangaro. Desire, want. Te ‘aka‘inangaro va‘ine i tērā atu rū‘ou tāne. how that old man desires a woman. ‘aka‘īnana, caus. ‘īnana. Draw, shoot (a bow). Nā‘au e ‘aka‘īnana nā mua. you will draw (the bow) first."
‘aka‘ina‘ina,", caus. ‘ina‘ina. Go grey (of human hair). ‘E a‘a i ‘aka‘ina‘ina vave ei tō‘ou rauru? why has your hair become grey so quickly?"
‘aka‘inu‘inu,", caus. ‘inu. Oil, grease up; make shiny. Te ‘aka‘inu‘inu maī ra rātou i tā rātou au mōmore. they are oiling their spears (to make them shiny). ‘aka‘ipa(‘ipa), caus. ‘ipa. Go askew, awry, crooked. Kua ‘aka‘ipa tōna pātikara ki roto i te tītā i te puta‘anga te uira ō mua. her bicycle went off into the bush when the front wheel got a puncture."
‘akaipoipo,", caus. ipo2. Marry, wed. Ka ‘akaipoipo rāua a te Varaire. they will marry on Friday."
‘akairaira,", caus ira. Make linear marks with knife on the skin. ‘Eia‘a koe e taomi pakari roa mē ‘akairaira anake koe. don’t press down too hard when you are cutting."
‘akairiiri,", caus. iri1. hang, or rest, on some support. E ‘akairiiri atu i te au kete toe ki runga i te naero. hang the remain-ing baskets on to the nail. ‘aka‘iriāmoe, incho. ‘iriāmoe. Become drowsy, sleepy. Nō te roa i tāna ako-‘anga, kua ‘aka‘iriāmoe ‘aere te tangata. because his sermon was long, the people started falling asleep."
‘aka‘irinaki,", caus. ‘irinaki. Make to lean, or rest against. E ‘aka‘irinaki ‘ua atu koe ki runga i te patu! lean (it) against the wall!"
‘akairo,", incho. iro1. Become maggoty. Te ‘akairo ‘aere maī ra te vī i teia nei. the mangoes are beginning to get maggoty now. ‘akairo(iro), caus. -iro2. Make a mark. E ‘akairo koe i te kati ā‘au i te ngā‘i e pao mai ei te mangā. make a mark on your fishing line (by tieing a knot) when the barracuda takes the bait."
‘akaiti,", caus. iti1. Make small (in size, amount, quantity). Mē tae koe ki tēnā ‘ope, e ‘akaiti mai koe, ‘inē? when you get to that end, make it smaller, alright?"
‘akaiti,", caus. iti2. incite, urge on (of a dog). ‘Ea‘a ‘oki koe i korēi e ‘akaiti i tō puakāoa kia arumaki i te puaka? why didn’t you urge your dog on to chase the pig?"
‘aka‘iti,", caus. ‘iti1. Shine upon, illuminate. ‘ī te Atua ē, e ‘aka‘iti mai koe i tō mārama ki runga ia mātou. oh God, shine Thy light upon us. ‘aka‘ītonga, caus. ‘ītonga. Become blem-ished, or bruised. E ‘aka‘ītonga ana te kuru i te tuātau paroro. breadfruits are blemished during the winter months."
‘aka‘i‘iu,", caus. ‘i‘iu. Keep at a distance; be scary, aversed. Kua ‘aka‘i‘iu te moa nō tei itiiti‘ia ana e te puakāoa. the fowls become scary because they have been harried by the dogs."
‘akaivi,", caus. ivi. Draft, outline, or sketch out (of a sermon). E ‘akaivi meitaki koe i tā‘au ako‘anga kia mako. draft out your sermon properly. ‘akakāivi, caus. kāivi. Make a crest, mound, ridge; elevate, upraise. ‘Ea‘a kōtou i ‘akakāivi ei i tēia ngā‘i? why have you raised this place (area) up? ‘akakā, caus. kā1. Burn, ignite, light. Nā‘ai i ‘akakā i te mōrī? who lit the lamp? ‘akakakā, caus. kakā. Illuminate, shine, glory. E ‘akakakā mai ‘oki koe i te a‘i ki kōnei, kia mārama mātou. shine the light here (towards us) so that we can see."
‘akakangakanga,", caus. kanga. Lark about, play. Te ‘akakangakangā ra ‘aia i te punua kiore-ngiao ki te pōnao taura. he is playing around with the kitten with a cotton reel."
‘akakai,", caus. kai. Corrode, decompose, fester. Te ‘akakai ‘ua atū ra tōna tona ki roto. his yaws are festering deeply. ‘akakākaoa, caus. kākaoa. Make to cackle, cry, howl. ‘Eia‘a koe e ‘aere e ‘akakākaoa tamariki! don’t you go and make the children cry!"
‘akakakau,", caus. kakau. Haft, or replace (of handles). Āpōpō au e ‘akakakau ei i te toki. I will haft the axe tomorrow. ‘akakāka‘u, caus. kāka‘u. Clothe, dress, garb. Nāku koe e ‘akakāka‘u ana, mē kāre āinei? I clothe you, isn’t that so? ‘akakake(kake), caus. kake. Increase, raise, climb. Kua ‘akakake ‘aka‘ou‘ia te moni o te varaoa ki runga. the price of bread has been increased again."
‘akakako,", caus. kako. Encircle, span, surround. ‘I nā kia ‘akakako kōtou i tēnā tumu vī, see if you can span that mango tree."
‘akakanapa,", caus. kanapa. Flash, glisten, shine. Te ‘akakanapā ra koe i tā‘au i‘o ki‘ea? Where are you flashing your mirror to. ‘akakao(kao), incho. kao. Bud, shoot (of plants, flowers trees). Te ‘akakao maī ra tāku tiare māori. my gardenias are budding."
‘akaka‘o,", caus. ka‘o. Fix thatch rafters. Kia oti i te ‘akaka‘o, kā ato ei te rau. when the thatch rafters are affixed, the pandanus thatch will then be thatched."
‘akakaokao,", caus. kaokao. Go, lean, tilt, walk sideways. E ‘aere ‘akakaokao atu kōrua ki roto. you two go in sideways."
‘akakapakapa,", caus. kapakapa. Flap, flutter. E ‘akakapakapa kōtou i tō kōtou au rima mei te manu rāi. flap your arms just like the birds. ‘akakapi(kapi), caus. kapi. Fill in, or complete (of planting a piece of land). Nāku e ‘akakapi i te au rua toe ki te moko. I will complete planting the remaining holes with taro-corms. ‘akakāpiti, caus. kāpiti. Combine, team up. ‘Eia‘a koe e ‘akakāpiti vave ia rātou. don’t team them up yet."
‘akakapukapu,", caus. kapukapu. Become choppy, rough (of the sea). Te ‘akakapu-kapu maī ra te tai, kā ‘oki tātou ki uta. the sea is getting rough, we‘ll return ashore."
‘akakara,", caus. kara. Colour in. E ‘akakara koe i tēia ngā‘i ki te kara rengarenga. colour this area in yellow."
‘akakarekare,", caus. karekare. Be rough, whipped up (of the sea). Kua ‘akakare-kare te moana i tō mātou vaitata‘anga mai ki te ‘enua. the sea began to be rough as we neared land. ‘akakaru(karu), caus. karu. Slacken (of a rope, line, or net). ‘Eia‘a e ‘akakaru i te kupenga! don’t slacken off the net! ‘akakata(kata), caus. kata1. Amuse, make happy, make laugh. ‘E tangata kite koe i te ‘akakata tangata. you are a clever person at amusing people. ‘akakātiri, caus. kātiri. Establish, or produce a line of offspring. Nāna i ‘aka-kātiri mai ia rātou. their lineage was established through him. ‘akakau(kau), caus. kau1. Float, or swim around. Nā‘au e ‘akakau atu iāia ki tērā tua mai o te ava. swim him across to the other side of the harbour."
‘akaka‘u,", incho. ka‘u1. Begin to foam, or flow (of tide). Te ‘akaka‘u maī ra te tai i teianei. the tide is beginning to flow now. ‘akakavangū, incho. kavangū. Become acrid, very bitter, or sour. Kāre e meitaki i te inu, kua ‘akakavangū! it’s not fit to drink, it’s become very sour!"
‘akakavekave,", caus. kavekave. Strive to breathe. Te ‘akakavekave pakarī ra ‘aia i te ‘akaea. he’s really striving hard to breathe. ‘akakē, caus. kē. Alienate, estrange. ‘E a‘a koe i ‘akakē ei iā koe? why have you alienated  yourself? ‘akakeiā, caus. keiā. Accuse of theft, call a thief. Ko‘ai koe ka ‘akakeiā mai ei iāku? who are you to call me a thief."
‘akakena,", caus. kena. Delimit, make a boundary. Nā te ‘ui tupuna rāi i ‘akakena i te ‘enua. the ancestors made the bound-ary to the land. ‘akakenu(kenu), caus. kenu. Heap up, mound, turn (of ground). Ka ‘aere au ka ‘akakenu i tāku kūmara. I‘ll go and mound my kumara (plot). ‘akakeo(keo), caus. keo(keo). Sharpen to a point. Kua ‘akakeokeo meitaki tika ai ‘aia i tāna ‘āuri tīti‘a. he really sharpened his fishing spear well."
‘akakerekere,", incho. kerekere. Become black, or dark; defame; make black. Te ‘akakerekere maī ra te rangi i teia nei. the skies are darkening now. ‘akakererē, caus. kererē. Jangle, rattle. Ko koe tērā e ‘akakererē angā tinī ra? are you the one rattling those empty tins? ‘akaketa(keta), caus. keta. Tauten, tighten, strengthen. Tē ‘akaketaketa nei mātou i te au taura nō te ‘uri‘ia. we are tautening the ropes (ready) for the hurri-cane. ‘akakeu(keu), caus. keu. Move, shake. ‘Eia‘a e ‘akakeukeu ma‘ata, ka maringi! don’t move (it) too much, it will spill! ‘akake‘u(ke‘u), caus. ke‘u. Make hair ginger-coloured, or reddish brown. Kua ‘akake‘uke‘u ‘aka‘ou ‘aia i tōna rauru. She has made her hair ginger-coloured again. ‘akakī, caus. kī1. Fill, or top up. Ka ‘akakī au i te tāngika kia kī tākiri? Shall I fill the tank right up? ‘akakīkī, caus. kīkī. Fill in, swell up. Kua ‘akakīkī ‘aere rātou i te ngā‘i va‘ava‘arua ki te toka. they filled in the potholes with stones."
‘akakina,", caus. -kina2. Sharpen. ‘akakino(kino), caus. kino. Abuse, malign, slur. ‘Eia‘a e ‘akakino atu, kia kore koe e ‘akakino‘ia mai. don’t malign others so that you won’t be maligned. ‘akakite(kite), caus. kite. Disclose, reveal, tell. Kua ‘akakite tika ai koe i te tika? did you really tell the truth? ‘akakō‘ae‘ae, caus. kō‘ae‘ae. Open, or spread out (of legs, as in drum dancing). E ‘akakō‘ae‘ae atu ‘oki koe i ngā vaevae ō‘ou! open your legs out (a bit) wider then! ‘akakōkō, caus. kōkō1. Incite, prod, tempt. ‘Eia‘a koe e ‘akakōkō atu ia rātou kia rave ‘anga‘anga nēneva! don’t tempt them to do stupid things! ‘akakō‘anga, caus. kō‘anga. Nest, make nest. Kua ‘akakō‘anga te tīnanā moa. the mother hen has nested. ‘akakō‘ao, incho. kō‘ao. Be bloated, dis-tended. ‘Ea‘a tōna kōpū i ‘akakō‘ao ei? Why has his stomach bloated. ‘akakōenga, caus. incho. kōenga. Begin to ripen (of fruit). Te ‘akakōenga maī ra te nītā. the pawpaws are beginning to ripen."
‘akakoi,", caus. koi1. Sharpen, whet (of cut-ting edges). kua oti te toki iāku i te ‘akakoi. I have finished sharpening the axe."
‘akakokoi,", caus. kokoi. Be quick, hasten. E ‘akakokoi atu ki te kāinga ‘ē tunu i te kai. hurry home and cook the food."
‘akakoka,", caus. koka1. Cause to wander aimlessly. ‘Eia‘a koe e ‘aere ē ‘akakoka tamariki ‘aere! don’t you go and lead children to wander aimlessly around! ‘aka‘īkoke, caus. ‘īkoke. Diet, make thin-ner, slim down. E ‘aere ‘oki koe e ‘aka-‘īkoke mai iā koe! go and slim yourself down! ‘akakoki(koki), caus. koki. Hobble, limp. Kāre au i kite ē ‘ea‘a ‘aia i ‘akakoki ei. I don’t know why he’s limping. ‘akakoma(koma), caus. koma1. Chatter, jabber, prattle. Nā‘au tika ai e ‘akakoma-koma ana i te tamariki! you‘re the one who makes the children chatter! ‘akakona(kona), caus. kona1. Become drunk. Kua ‘akakona pikika‘a ‘aia iāia ‘inapō. he pretended to be drunk last night. ‘akakopa(kopa), caus. kopa. Dent, de-press, indent. ‘Ea‘a kōtou i ‘akakopakopa ai i te mereki? why have you dented the (tin) plates? ‘akakōpā(pā), caus. kōpā. Become thin, undeveloped (of banana fruit esp.). Nō te anu, kua ‘akakōpāpā te meika. because of the cold (winter), the bananas are undevel-oped. ‘akakōpatapata, caus. kōpatapata. Be-come spotted. Te ‘akakōpata ‘aere maī ra te rau kūmara. the kūmara leaves are be-coming spotted. ‘akakopi(kopi), caus. kopi1. Cuff, hem. ‘Eia‘a koe e ‘akakopi vave! don’t you hem it yet! ‘akakōkopi, caus. kōkopi. Fold, or furl. ‘Āriāna kōrua, ‘eia‘a e ‘akakōkopi vave! wait, you two, don’t furl it yet! ‘akakōpūpū, caus. kōpūpū. Bulge out, swell up, warp. Kua ‘akakōpūpū ‘aere tēia au vā‘anga rākau. these planks have become warped. ‘akakore(kore), caus. kore. Abolish, annul, forgive, postpone. Nā‘ai i ‘akakore i tā tātou pīkinīki? who postponed our picnic?"
‘akakoropini,", caus. koropini. Encircle, surround. E ‘akakoropini kōtou i te pūnanga nā mua. surround the stronghold first. ‘akakoro(koro), caus. -koro3. Consider, intend, plan. Te ‘akakoro nei au i te ‘aere tautai. I‘m intending to go fishing."
‘akakoromaki,", caus. koromaki. Be patient, forbear, put up with. Te ‘aka-koromaki ‘uā ra ‘aia i tōna mamae. she’s just putting up with her pain. ‘akakoromingo(mingo), caus. koro-mingo. Crease, crumple, wrinkle. Nā‘ai i ‘akakoromingomingo i tōku kāka‘u‘āpi‘i? who crumpled my school uni-form? ‘akakorōna, caus. korōna. Crown. Nāku e ‘akakorōna iā koe i tō‘ou rā ‘akauruuru-‘anga. I will crown you on your corona-tion day. ‘akakōtinga, caus. kōtinga. Demarcate, delimit, mark out. Tei iā koe te ‘aka-kōtinga i tō tātou ‘enua. it’s up to you to demarcate the boundary of our land. ‘akakōtu‘utu‘u, caus. kōtu‘utu‘u. Make dots, splotches. E ‘akakōtu‘utu‘u koe i tēna ngā‘i ki te pēni kerekere. put black dots at that place."
‘akako‘uko‘u,", caus. ko‘uko‘u. Wrap up, keep warm. ‘Akako‘uko‘u meitaki‘ia ‘a pēpe ka ‘aere ei kōtou ki va‘o. wrap baby up well before you go out."
‘akakovikovi,", incho. kovikovi. Be scarred, shrivelled, wrinkled. Kua ‘aka-mata tōna pāpāringa i te ‘akakovikovi. his cheeks are beginning to wrinkle."
‘akakukukuku,", caus. kukukuku. Roll, or ruck up (of sleeves and trouser legs). Kua ‘akakukukuku ‘aia i ōna vaevae piripou. he has rolled up his trouser legs."
‘akakukumi,", caus. kukumi. Make to wrestle. Nā‘ai i ‘akakukumi ia kōrua? who made you wrestle? ‘akakututū, caus. kututū. Start up (of engine, machine). Kā kite koe i te ‘aka-kututū i te torōka? do you know how to start up the truck?"
‘akama‘aki,", caus. ma‘aki. Detach, pull off, pluck. ‘E ākā ‘anga‘anga i te ‘akama-‘aki‘anga i tērā kā‘ui nū. it’s quite difficult detaching (nuts from) that coconut bunch. ‘akamā‘aki‘aki, caus. mā‘aki‘aki. Cause to break off, detach, fall. Nā te matangi i ‘akamā‘aki‘aki i te ‘uā vī ‘ōu. it was the wind that caused the young mangoes to fall."
‘akama‘ana,", caus. ma‘ana. Make warm. E ‘akama‘ana mai koe i tēnā, ‘inē? will you warm that one up, please? ‘akamā‘ana‘ana, caus. mā‘ana‘ana. Keep warm. Vao‘o‘ia mai, nāku e ‘akamā‘ana-‘ana atu. leave it (to me), and I‘ll keep it warm."
‘akama‘ara,", caus. ma‘ara. Remind, jog someone’s memory, remember. E ‘akama-‘ara mai koe iāku mē ngaropōina anake iāku. remind me if I do forget. ‘akamā‘ara‘ara, caus. mā‘ara‘ara. Re-member, reminisce. Kua ‘akamā‘ara‘ara au i tō mātou tamariki‘anga. I reminisced about our childhood days."
‘akama‘eu,", caus. ma‘eu. Make to gape, open. Nā‘ai i ‘akama‘eu i te pā? Who made the door to open? ‘akamā‘eu‘eu, caus. mā‘eu‘eu. Leave open. Kua ‘akamā‘eu‘eu ‘ua rātou i te au pā o te ‘are-pure. they left the church doors open."
‘akama‘iti,", caus. ma‘iti. Be energetic, lively. E ‘akama‘iti mai ana koe iā koe! try and liven yourself up! akamā‘iti‘iti, caus. mā‘iti‘iti. Be energetic, frisky; make lively, nimble. Nā‘au i ‘akamā‘iti‘iti mai ia rātou? was it you who put some life into them? ‘akamāmāngikā, caus. māmāngikā. Make lighter, lighten (of weight). E ‘akamāmāngikā mai rāi ‘oki koe iā koe! make yourself a bit lighter!"
‘akama‘ora,", caus. ma‘ora. Open, or spread out; hang loose. Kua ‘akama‘ora ‘ua ‘aia i tōna rauru i te oti‘anga ‘aia i te pā‘ī. she just let her hair down after she had bathed. ‘akamā‘ora‘ora, caus. mā‘ora‘ora. Lay open, spread out. Kua ‘akamā‘ora‘ora meitaki kōrua i te kie? Have you two spread the sail out properly? ‘akamārama, caus. mārama. Clarify, ex-plain. Nāku e ‘akamārama atu kia rātou. I will explain it to them. ‘akamāramarama, fq. ‘akamārama. Clarify, elucidate, illustrate, unravel. Māri kōrua i ‘akamāramarama mai kia mātou i mārama ai mātou. it was good that you illustrated it to us so that we now under-stand."
‘akama‘ata,", caus. ma‘ata. Enlarge, enrich, expand. Nā kōtou e ‘akama‘ata atu i tēia. you enlarge on this."
‘akama‘atama‘ata,", fq. ‘akama‘ata. En-large, extend. Kāre e meitaki kia ‘akama-‘atama‘ata atu kōtou i te umu? wouldn’t it be better if you made the earth-oven larger?"
‘akamama‘ata,", caus. mama‘ata. Double up, increase. E ‘akamama‘ata mai koe i tā rātou tu‘anga, ‘inē. increase their portions, won’t you."
‘akamae,", caus. mae. Wilt, wither. Te ‘akamae atū ra tērā pū ‘ānani. that orange tree is wilting."
‘akamaemae,", caus. maemae. wilted, withered. ‘Ea‘a rā tāku tiare māori i ‘akamaemae ei? why have my gardenia plants  wilted?"
‘akamanga,", caus. manga1. Make barb, or prong. Te ‘akamanga nei au i tāku ‘āuri tīti‘a. I‘m making a barb for my fishing spear. ‘akamāngaro(ngaro), caus. māngaro. Be flavourless, insipid. ‘Ea‘a i ‘akamāngaro ei te pāni kai? why has the pot of food become  flavourless? ‘akamāngikī, caus. māngikī. Be like a monkey. Te ‘akamāngikī iā koe! how like a monkey you behave! (or, you behave like a monkey!)"
‘akamaitu,", caus. maitu. Make to offend, shock. ‘Ea‘a koe i ‘akamaitu atu ei ia rātou? why did you offend them?"
‘akamaka,", caus. maka1. Blaze, make (of a trail). Nāna i ‘akamaka mua i tēnā mataara. she was the first to blaze that trail. ‘akamākaiore, caus. mākaiore. Shrivel, shrink (of premature fruit). Nō te tuātau anu pa‘a i ‘akamākaiore ei te meika. perhaps it is because of winter that the bananas  have  shrivelled. ‘akamākara, caus. mākara. Make orange-coloured. E ‘akamākara pa‘a koe iā raro i te pāreu e māneaai. perhaps, making the bottom part of the dance-skirt orange-coloured will (make it) look nice."
‘akamakariri,", caus. makariri. Cool down, cool off. Kua ‘akamakariri koe i te mōinā ū? have you cooled down the bottle of milk? ‘akamaki(maki), incho. maki1. Fester, ulcerate. Te ‘akamaki ‘aere ‘ua atū ra tēnā motu nō‘ou. that wound of yours is festering badly. ‘akamākitakita, caus. mākitakita. Make angry, indignant. ‘Ea‘a rā kōtou i ‘aka-mākitakita atu ei ia rātou? why ever did you make them angry?"
‘akamako,", caus. mako. Be careful, dili-gent, heedful. E ‘akamako meitaki mai kōtou ia kōtou. you (people) be very careful. ‘akamāmā, caus. māmā1. Make light (in weight), lighten. ‘Akamāmā mai ana kōrua kia tāuru atu au i te pange ki raro. you (two) make (it) lighter so that I can insert a block beneath."
‘akamamae,", incho. mamae. Have birth pains, to ache. Te ‘akamamae maī ra ‘aia i tēia nei. she’s having birth pains now. ‘akamāmānu, caus. māmānu. Drift, float. Te ‘akamāmānu ‘uā ra te pa‘ī i tai mai i te akau. the ship is just drifting beyond the reef."
‘akamamao,", caus. mamao. Be distant, remain at a distance. ‘Eia‘a kōtou e ‘aka-mamao ‘aere, te vaitata nei te umu i te tāpoki. don’t go too far, the earth-oven is nearly ready to be covered."
‘akamana,", caus. mana. Authorise, em-power. Nā‘ai e ‘akamana i tēia ture? who will empower this law?"
‘akamanako,", caus. manako. Consider, have in mind, think. Kia ‘akamanako meitaki au, kāre i te manako meitaki roa. when I reconsidered carefully, it wasn’t really a good idea. ‘akamānakonako, caus. mānakonako. think often, recall. Mē ‘akamānakonako au i tō‘ou tākinga-meitaki ia mātou, kāre e rauka ia mātou i te tūtaki. when I recall your kindness to us, we cannot repay (it). ‘akamana(mana)tā, caus. manatā. bother, interfere, trouble, worry. ‘Aere mai, ‘eia‘a koe e ‘akamanamanatā atu ia rātou. come away, don’t bother them. ‘akamānea, caus. mānea. Make attractive, beautiful, nice, decorate. Ka ‘aere mātou ka ‘akamānea ‘are-pure āpōpō. we‘ll go and decorate the church tomorrow."
‘akamania,", caus. mania. Smooth, sand-paper. Nā‘au e ‘akamania mai iā kona. you will smooth there."
‘akamanu‘i,", caus. manu‘i. Disengage, disjoin. E ‘akamanu‘i ‘aka‘ou koe, ka ‘aka‘oki ‘aka‘ou ei i te ivi. disjoin (it) again, before readjusting the bone again."
‘akamanuia,", caus. manuia. Make lucky, good fortune. Kia ‘akamanuia mai te Atua i tō kōtou ‘aerenga. may God give you good fortune on your journey."
‘akamanu‘iri,", caus. manu‘iri. Call some-one a foreigner, or outsider. ‘Ea‘a koe i ‘akamanu‘iri mai ei iāku? Kāre koe i kite ē ‘e toketoke rāi au nō te ‘enua? why did you call me an outsider? didn’t you know that I‘m also an earthworm of the land (i.e. an indigene, or landowner)?"
‘akamanuku,", caus. manuku. Dislocate, slip off (of bone). E ‘akamanuku ‘aka‘ou koe, ka ‘aka‘oki ‘aka‘ou ei i te ivi. dislocate (it) again, (and then) reset the bone again. ‘akamānukunuku, caus. mānukunuku. Loosen, pull, unloose. Ko‘ai mā tei ‘aka-mānukunuku ‘aere i taku pā tiare? who has been loosening my row of flower cuttings?"
‘akamaoa,", caus. maoa. Recook, make food cooked. Ka ‘aere au ka ‘akamaoa i tāku taro kia maoa meitaki. I‘m going to recook my taro to make sure that they are well cooked. ‘akamāongaonga, caus. māongaonga. Roughen, sear, scratch. ‘Eia‘a e ‘aka-māongaonga ‘aka‘ou iā kona, kua oti i te tāpateka‘ia. don’t roughen that place again, it’s been smoothed."
‘akama‘ora,", caus. ma‘ora. Let hang loose, spread out. E ‘akama‘ora ‘ua koe i tō rauru. just let your hair hang loose. ‘akamā‘ora‘ora, caus. mā‘ora‘ora. open out, spread out. Tē ‘akamā‘ora‘ora kie maī ra rātou i tapa-ta‘atai. they are spread-ing out sails at the seaside."
‘akama‘ore,", caus. ma‘ore. Peel away, peel off. ‘Eia‘a koe e ‘akama‘ore i te paka! ‘E vao‘o rāi ē nāna rāi e topa. don’t you peel off the scab! let it drop off of its own accord. ‘akamā‘ore‘ore, caus. mā‘ore‘ore. Peel, rub, or flake off. Ko te ‘ākoko ‘aere ‘ua tā‘au e ‘akamā‘ore‘ore mai ki te ‘uru-‘āuri. you rub off (the old paint) in the corners (of the house) only with the wire brush. ‘akamāori, caus. māori. Act, sound māori; to maorify. ‘E meitaki ake te ‘akamāori i te ma‘ata‘anga o te au kupu pītinīti. it’s better to maorify many of the business termin-ologies. ‘akamāpū, caus. māpū. Make young, or youthful; behave like a youth. ‘Apinga tika ai te rua‘ine atū ra i te ‘akamāpū iāia! how very much the old fellow over there behaves like a youth!"
‘akamaranga,", caus. maranga. Lift up, make light. ‘Eia‘a  e ‘akamaranga roa i tēnā ‘ope ki runga! Tukutuku mai i tēta‘i mānga ki raro! don’t lift that end up too much! lower it down a little! ‘akamārangaranga, caus. mārangaranga. Come, or rise to the surface; lift up. Kua ‘akamārangaranga te matangi i te rau o tōna ‘are. the wind lifted up the pandanus leaf thatches of his house."
‘akamaratea,", caus. maratea1. Lose, or fade (of colour). Kua ‘akamaratea vave ‘ua te kara o tēnā kāka‘u, mē kāre? the colour of that dress has faded quickly, hasn’t it?"
‘akamareka,", incho. mareka. Become glad, happy, pleased. Tēia te nūti mataora ‘ei ‘akamareka i tō kōtou au ngākau. here’s the happy news to gladden your hearts."
‘akamaremo,", caus. maremo. Drown. Nā‘ai i ‘akamaremo i te ‘oro‘enua? who drowned the horse?"
‘akamarere,", caus. marere. Cause to drop, or fall off (as fruit from tree). E ‘aka-marere mai koe i te vī para ‘ua nā māua. just make the ripe mangoes fall off for us. ‘akamārererere, caus. mārererere. dribble, or drop out one by one. ‘Āē, te ‘akamārererere maī ra ā‘au patapata mei roto mai i tō‘ou pūtē. hey, your marbles are dropping out one by one from your pocket. ‘akamārie, caus. mārie. Slow down. Kia ‘akamārie mai ana i te poti. slow the boat down."
‘akamaringi,", caus. maringi. Shed, or spill. Nā rātou i ‘akamaringi mua i te toto. it was they who first shed blood. ‘akamāringiringi, caus. māringiringi. spill. ‘E ‘akamāringiringi mārie ‘ua mai koe i te vai ki roto i tā mātou pakete. just slowly spill the water into our buckets."
‘akamarino,", caus. marino. Be calm and still (of sea, wind, weather.). Kua ‘aka-marino ‘ua te reva i teia rā. the weather has become calm and still today."
