Word/Phrase,Description & Definition
-ma‘a,"1, bound rt. In Ma‘anama‘a, Saturday (Ait. dial., cf. Rar. Ma‘anākai). [Tah. ma‘a ‘food’.]"
ma‘a,"2, v.i., (Bib.). Satisfied. Ka maa roa toku anoano nei ia ratou. my lust shall be satisfied upon them (Ex. 15.9). mā‘anga, n. Twins. Kua ‘ānau tāna ‘ē mā‘anga. she gave birth to twins; ko te mata‘iapo tēia i tā māua mā‘anga. this is the elder of our twins (first of the pair actually born); kua ‘akaputuputu‘ia te au tamariki mā‘anga mei te ono marama ē tae ‘ua atu ki te ‘okota‘i mata‘iti ki te ngā‘i ‘akaāri‘anga tamariki. all twins between six months and a year old were brought to the baby show; Mā‘anga tamāroa (Acts 28.11), Gemini. Tetai pai no Alekanederea ko te Maanga tamaroa tona akairo, a ship of Alexandria, whose sign was Castor and Pollux. [Pn. *maasa„a.]"
ma‘aki,", v.i. Become detached, break off, come off. ‘Auraka e mou ki tēnā ‘ātava marō, ka ma‘aki. don’t hold on to that dead branch, it‘ll break off; kua ma‘aki tēia kā‘ui tōmāti. this bunch of tomatoes has just broken off; ‘e mea ma‘aki ‘ua mai i te topa‘anga ki raro. it must have just come off when it fell down; kua patere ‘aia ki raro i te ma‘aki‘anga te toka. he slipped down when the rock came away. [Pn. *ma-faki.] mā‘aki‘aki, v.i., fq. ma‘aki. break off. Kua mā‘aki‘aki te vī pī nō te matangi. the gale brought the green mangoes down; ko‘ia te tōmāti mā‘aki‘aki. pick up the fallen tomatoes. [ma‘aki Rr.]"
ma‘ama‘a,"1, v.i., (Bib.). Bitter. Tei tuatua i te maamaa ra e vene, e te vene ra e maamaa, those who call bitter sweet, and sweet bitter (Is. 5.20). [Pn. *masa2.]"
ma‘ama‘a,"2, v.i. Crazy, foolish. [Tah. ma‘ama‘a.]"
ma‘ami,"1, n. Name of a spreading hard-wood tree (? Glochidion sp.). [Pn. *masame.]"
ma‘ami,"2, n. The young maito (surgeon-fish). Kua tā‘ei‘ei rātou i te ma‘ami ki te nāriki. they caught the maito with a nāriki net."
ma‘ana,", v.i. 1. Warm, warmth. Kua ma‘ana te rā. the sun is warm; kua ma‘ana tēia rā. it’s a warm day; kua peke tōna rūketekete i tōna ma‘ana‘anga. he stopped shivering when he warmed up; ‘e tīkata vai ma‘ana tēia ‘ei pā‘ī i te pēpe. here is a kettle of warm water to bathe the baby with. 2. (Of a glow of pleasure, comfort). Kua ma‘ana tōku ngākau i te au mea tāna i tuatua mai. my heart was warmed by the things he said. [Pn. *ma-fana.] mā‘ana‘ana, v.i. Quite warm, warmth. Kua mā‘ana‘ana tōku rima i roto i tēia ‘apinga ‘a‘ao rima. my hands are warm in these gloves; kua ‘oko piriaro mā‘ana‘ana au nōku. I’ve bought myself a warm pullover. Mā‘ana‘ana ‘ua, lukewarm. te vai mā‘ana‘ana ‘ua, lukewarm water. [ma‘ana Rr.] Ma‘anākai, n. Saturday. Kua ara pōpongi te tangata i te Ma‘anākai. people got up early on Saturday; e tu‘epōro ana mātou i te au Ma‘anākai kātoatoa. we play rugby every Saturday. [ma‘ana, kai, the day when food was heated prior to the Sabbath.]"
Ma‘anama‘a,", n. Saturday (Ait. dial., = Rar. Ma‘anākai). [ma‘ana, Tah. ma‘a.]"
ma‘ani,", (-a, -‘ia). 1. Make something (general term), construct, build, create. Kua ma‘ani ‘aia ‘ē toru pi‘a i tōna ‘are. he built himself a house with three rooms; kua oti tōku ‘are kīkau i te ma‘ani. I’ve finished building my (coconut-leaf-) thatched house; ‘e tangata ma‘ani vaka mānea ‘a Terei. Terei builds good canoes; kua ‘opu te ‘akavā iāia nō te ma‘ani kava ‘ānani. the police got him for making orange liquor; kua ma‘ani au iāia ‘ei tangata ‘anga‘anga nāku. I’ve made him one of my workmen. Ma‘ani tuatua, make conversation. ‘Auraka e ma‘ani tuatua kiāia, ka motoa koe. don’t keep on at him, he‘ll hit you. Ma‘ani ‘ua, make something up. Ma‘ani ‘ua i te kōto‘e. make up an excuse. Tiare ma‘ani ‘ua, artificial flowers. Ni‘o ma‘ani, false teeth. 2. Prepare. Ka ma‘ani au i te ro‘i. I‘ll make the bed; nā‘au e ma‘ani i tā tātou kai, nāku e pu‘a i te kāka‘u. you make the meal, I‘ll wash the clothes. 3. Use in preparation. ‘Auraka e ma‘ani ma‘ata i te pepa ki roto i te tiōpu. don’t use a lot of pepper in the stew. 4. Mend, repair. Kua ma‘ani au i te uāti. I’ve done the watch. Tangata ma‘ani paipa, a plumber. 5. Work out (a calculation). Kua ma‘ani ‘aia ē kā pou ‘ē ‘ā nga‘uru paunu. he reckoned it would take all of forty pounds. 6. Compel or allow sbdy to (kia) do something. Kua ‘aere mai te ‘akavā kua ma‘ani iāku kia tuku i tāku tamaiti ki te ‘āpi‘i. the police came and made me send my child to school; ‘auraka koe e ma‘ani iāia kia rave i tā‘au ‘anga‘anga. don’t make him do your work; ‘auraka kōtou e ma‘ani iāia kia kite mai ia kōtou. don’t let her see you."
ma‘ara,", 1. v.i. Come to mind. Kua ma‘ara iāku tōku metua. I remember my father; kua ma‘ara iāku te ngā‘i  i ‘u‘una ai au i te mātipi mingi. I have remembered where I hid the sickle; kua ma‘ara iāku te ‘āpi‘i‘anga tā tōku metua i ‘āpi‘i mai kiāku. I remember the lessons my father taught me. 2. (-‘ia). Remember. Kua ma‘ara au i tōku metua. I remember my father; kua ma‘ara‘ia tōku metua e te kātoatoa. everyone remembers my father; kua ngaropoina au mei te tangata mate, kare i maaraia. I am forgotten as a dead man out of mind (Ps. 31.12); kua tangi au i tōku ngā metua i tōku ma‘ara‘anga ia rāua. I grieved for my parents when I recalled them. [Ta. *masala.] mā‘ara‘ara, v.i., fq. ma‘ara. Remember, be reminded of. I tēta‘i taime, ka mā‘ara‘ara au i tō mātou kāinga. sometimes I would keep thinking of our home; kua mamae tōna ngākau i te mā‘ara‘ara‘anga i tōna ngā metua i te ‘enua. his heart was sore remembering his parents in his native land. [ma‘ara Rr.]"
ma‘aru,", n. One of the nights of the moon, the eleventh or twelfth according to some. Ka kangā‘ia tātou e te tūpāpaku mē ‘aere tātou ki te tautai i tēia pō , nō te mea, ‘e ma‘aru tēia arāpō. the ghosts will do us mischief if we go fishing tonight, it’s ma‘aru night."
ma‘ata,", v.i. 1. (Of size or amount) large, big; bigness, size, amount. Nā‘au te nītā ma‘ata, nāku te mea meangiti. you have the big pawpaw, I‘ll have the little one; ‘e a‘a te ma‘ata o te vaka? how big is the canoe?; mei te a‘a te ma‘ata i tō‘ou punua ‘oro‘enua? about what size is your foal?; nō te ma‘ata i tōna ‘enua, because he had so much land; kua ma‘ata atu i te ‘ānere paunu. it amounted to more than a hundred pounds. 2. (Of quantity) many, numerous(ness); a lot. Kāre i ma‘ata te tangata i te ‘ura i tēia pō. there weren’t many people at the dance tonight; kāre i pou ia rātou i te ‘a‘aki i te i‘i nō te ma‘ata. they didn’t pick all the chestnuts, there were so many; ‘e ma‘ata tōku manako, kāre rā e rava te taime nō te ‘akamārama. I’ve a lot of ideas, but there isn’t enough time to explain them. 3. (Of quality) heavy (of rain), high (of prices, rank), grave (of problems, offences), important; heaviness, etc. Kā kino tā tātou pa‘i ‘uri tōmāti mē ma‘ata te ua. our bed of young tomato plants will be spoiled if we get heavy rain; kua ma‘ata roa tō‘ou kino, nō reira ka ‘akautunga au iā koe ‘ē ono mata‘iti ki roto i te ‘are ‘āuri. your offence is very serious, I must therefore sentence you to six years in jail; e ‘oko ma‘ata koe i te tuka kia kore e pou vave. put a high price on the sugar so it won’t sell quickly; ko te tangata ma‘ata tēia i tā mātou ngā‘i ‘anga‘anga. here is the fore-man at our factory; ‘e tangata ma‘ata ‘aia i tēia taoni. he’s a big man in this town. (See (‘ā-, ‘aka-, tā-) ma‘ata, ma‘ata‘anga, (‘ā-, ‘aka-, tā-) ma‘atama‘ata, (‘aka-, tā-)-mama‘ata.) [Root originally probably *ma‘a, cf. teima‘a, Tongan and Samoan mamafa.]"
ma‘ata‘anga,", n. 1. Majority, bulk, most. ‘E va‘ine te ma‘ata‘anga i tō mātou tere. most of our touring party are women; i te ma‘ata‘anga o te taime, most of the time. 2. Amount, number, quantity. ‘Ē ‘itu nga‘uru te ma‘ata‘anga i te tangata tei ‘aere mai i te tūroto i tēia ruāvai. seventy people all together came on the trip to this well. [ma‘ata, -‘anga5.]"
ma‘atama‘ata,", v.i. Very big, too big. ‘E tangata ma‘atama‘ata tērā i kō. that is a very big man over there; kua ngākau kino te tamaiti nō te ma‘atama‘ata i te kōpū i tōna piripou. the boy was peeved because his shorts were too big around the waist; ‘e ma‘atama‘ata roa tēnā pona i tō‘ou tui‘anga. you’ve made that dress too big; kua ‘akatū ma‘atama‘ata ‘aia i tōna ‘are. he built himself a really big house; kua ma‘atama‘ata roa tō‘ou kōpū i teianei. i tōku manako ka vaitata koe i te ‘ānau. your stomach is very big now, I think you are getting near your time. [ma‘ata RR.]"
mae,", v.i. Wilt, wither, shrivel. Kua mae te tiare tanu ‘ōu nō te vera i te rā. the newly-planted flowers wilted from the heat of the sun; kua ina ‘aia i te ‘āriki kia mae ‘ei va‘ī i te ika. he singed the banana leaves to cure them (shrivel and toughen them) to make wrappings for the fish. (See ‘akamae, tāmae; (‘aka-, tā)maemae.) [Pn. *mae1.] māe, var. māi, a call to pigs. mā‘ē. Searchingly (recorded only after ui inquire, in ui mā‘ē interrogate search-ingly). Kua ui mā‘ē te ‘akavānui iāia i tōna keiā‘anga i te moni. the judge questioned him searchingly about his theft of the money; kua mūtēkī ‘aia i te ui mā‘ē‘anga te ‘akavā iāia. he remained silent when the police cross-questioned him. māeā, v.i. Lazy (Mang. dial., cf. Rar. kōpē)."
ma‘ea,", v.i. To pause for a while (of rain) (N.G.Pt dial., cf. Rar. mao). māeaea, v.i. Light(er) or pale(r), of shades of colour (Atiuan dial., and obsolescent, cf. Rar. mārama). Te matie māeaea, a lighter shade of green. mā‘ē‘ē, fq. mā‘ē‘ē. In uiui mā‘ē‘ē, cross-question continually. Kua ‘akakitekite te tamaiti i te au mea tā rātou i rave ana i te uiui mā‘ē‘ē‘anga te pū‘āpi‘i iāia. the child told all the things they had been doing when the teacher kept on questioning him. mā‘eke‘eke, (-a, -‘ia), v.i. Suffer pro-longed diarrhoea. ‘E a‘a rā i mā‘eke‘eke ei tēnā tamaiti? why has that boy got diarrhoea?; Ka mā‘eke‘ekea koe mē kai pakari koe i te vena. you‘ll get diarrhoea if you eat too much castor-oil fish. [mā-9, ‘eke RR.]"
maemae,"1, v.i., fq. mae. 1. Wither, shrivel, wilt. E vao‘o koe kia maemae te pākiri o te ‘ānani kā kai ei. leave the oranges till they are a bit shrivelled before you eat them; kāre au e ‘inangaro i te poe i te tiare maemae. I don’t like to wear a flower that is wilting behind my ear. 2. Dull and tired looking (of the eyes). ‘E ‘ākara‘anga maemae tō mata. your eyes look tired. [mae RR.]"
maemae,"2, n. A smallish, shoaling, grey and brown-spotted, painfully-spined rabbit-fish (Siganidae). Kua tāpiripiri te maemae ki te pae i te toka i tō mātou arumaki‘anga. the maemae went in close by the rock when we hunted them; kia matakite, ko te puta tō‘ou rima i te tara maemae. be careful or you‘ll stab your hand on the maemae’s spines."
ma‘emo,", v.i., (obsol.). 1. Sink down out of sight, go down (of the sun). (Modern ‘opu.) Tē ‘emo atū ra te rā. the sun is going down. 2. Fall prematurely, mis-carry (of foetus). Te anau nei ta ratou puakatoro ua, e kare tana punua e maemo. their cow calveth, and casteth not her calf (Job 21.10); ko te vai ra tei kino, e te maemo ua nei te au mea o teia nei enua (2 Kings 2.19). but the water is bad and everything that belongs to the land is abortive. [Ta. *ma-hemo.] mā‘emo‘emo, v.i., fq. ma‘emo. Sink down, miscarry. [ma‘emo RR.]"
ma‘eu,", v.i. Come open or ajar (of door, window), part (of curtains), become partly detached or dislodged. Kua ma‘eu te pā i te matangi. the wind blew the door open; kua ma‘eu te pā iāia i te vā‘i ki te kōropā. he forced the door open with a crowbar; i te ma‘eu‘anga te ārai pā, kua kite atu au i te rima tangata i te tāreva‘anga mai. as the curtains parted I saw a man’s hand beck-oning; kua ma‘eu te punu i tō mātou ‘are i te ‘arara‘anga mai te matangi nā te tokerau. the corrugated iron roofing on our house lifted when the wind gusted from the north; kua ma‘eu te tāmarumaru o te ‘uri tōmāti. the mulch came off the (bed of) young tomato plants; kua ma‘eu te tāpoki o te pāni. the lid has slipped off the pan; kua ma‘eu te pare o te ‘akavā. the policeman’s helmet came off. [ma-2, ‘eu.] mā‘eu‘eu, v.i., fq. ma‘eu. become open or dislodged. [ma‘eu Rr.]"
maeva,", v.i. (Let out) a shout of glee or triumph, cheer loudly, exult. Kua maeva rātou i te kata. they broke into delighted laughter; kua ‘akarongo au i te maeva i ta‘atai i napō. I heard the merrymaking (laughing and cheering) on the beach last night; kua maeva te tangata i te tu‘e‘anga ‘a Puna i te pōro ki roto i te kīni. the people cheered when Puna scored a goal; ei reira te tangata ravarai ka maeva‘i ei maeva maata. then all the people shall shout with a great shout (Josh. 6.5). Maevā kata, burst out into shouts of laughter, screams of laughter. Kua maevā kata te tangata i roto i te ‘are teata. the people in the cinema shrieked with laugh-ter."
manga,"1, 1. v.i. Fork, branch off, diverge. Kua manga te mataara i konei. the road forks here; te ngā‘i i manga ai te kauvai, the place where the river forked; e tīpū koe i tēta‘i rākau manga ‘ei ma‘ani i te rou. cut a forked stick to make a breadfruit-picker. 2. n. Branch (e.g. of tree, river), spur (of mountain ridge), prong (of fork). Kua manga te pū kuru ‘ē toru manga. the (trunk of the) breadfruit tree forked into three branches; e nā tērā manga koe o te maunga mē kake, pērā katoa mē ‘eke. go along that spur when you climb up the mountain, and the same coming down; i te manga‘anga te kauvai, kua ‘ēkōkō ‘aia ē ko tē‘ea manga tāna ka āru. when the river forked, he was unsure which branch to follow; ‘e ‘āuri manga ‘ā tāku. I’ve got a four-pronged spear; kua mingi tēta‘i manga o te kōkai. one of the prongs of the fork was bent. (See manga-manga, ‘āmanga(manga), ‘akamanga-(manga), ‘iti-mangamanga, mangamangā-rima, manga-mangavaevae.) [Pn. *ma„a1.]"
-manga,"2, nom.suff. (Sometimes written separately in the bible, e.g. i reira to rātou tanu manga ia Aberahama. there they buried Abraham (Gen. 49.31).) (See inumanga, tanumanga.) mangā, n. Name of more than one type of elongate, silver or bluish, predacious, fast-swimming deep-sea fish, said sometimes to exceed seven feet in length: snake mackerel and barracouta (Gempylidae). Ka ‘aere tātou kā ‘ī mangā i tēia pō. let’s go line fishing for mangā tonight; tēia te matau ‘ī mangā. this is the hook for catching mangā. [Np. *ma„aa.] mānga1, v.i. Mature (i.e. ready to pick, but not yet soft or with fully-developed colour), said of chestnuts, breadfruit, bananas (not oranges or coconuts). Kua mānga te kuru. the breadfruit are mature now; tēia te pū i‘i mānga. this is the chestnut tree with lots of mature nuts; kua ‘a‘aki ‘aia i te kuru mua i te mānga‘anga nā te ‘orometua. he picked the first bread-fruit to mature for the pastor. mānga2, n. 1. Food (Ait., Mang., N.G.Pt dial., cf. Rar. kai1). In Rarotongan usually only in contexts like: ‘auraka e mataku i tō rātou mama‘ata ‘e mānga tēnā nā kōtou. don’t be afraid of their (the opposing team’s) size, you‘ll feed on it. In the bible often used for loaf: e rima ua a tatou manga, e rua oki ika. we have no more but five loaves and two fishes (Luke 9.13). 2. Bit, piece, portion (of anything, both physical objects and abstractions). ‘Ōmai nāku tēta‘i mānga i tā‘au ‘ānani. give me a bit of your orange; nō te ‘oko māngā tuka mai au nāku. I’ve been buying myself a bit of sugar; e ‘aere mai koe āpōpō e tiki mānga kāratīni nō‘ou. come over tomorrow and get yourself some kerosene; mānga kāka‘u, piece of cloth, article or clothing; ‘e mānga manuia, a bit of luck; ‘e mānga manamanatā tō mātou i te kāinga nei nō tō mātou vai. we’ve got a spot of bother at home today with our water; ‘e mānga veravera ‘aia i tēia rā. he’s a little feverish today; e tāmata koe i te ‘akamāmāngikā mai i tēta‘i mānga i te kūmete. try and make the bowl a little bit lighter in weight. [Pn. *ma‘a„a.]"
mangamanga,", 1. v.i., fq. manga1. Branch, fork repeatedly. Kua mangamanga ‘aere taku au ‘uri kuru i tanu ei i tēia mata‘iti i topa ake nei. those breadfruit saplings of mine that were put in last year are branching out now; kāre e meitaki tēnā au rākau mangamanga ‘ei koro. those forked sticks won’t be any good for the walls. 2. n. Branchings, forkings. Kāre e meitaki tēnā rākau, ‘e ma‘ata roa te mangamanga. that stick is no good, there are too many forks in it. Mangamangā rima, finger(s). ‘E a‘a i motu ei to‘ou manga-mangā rima? how did you cut your finger? Mangamangā rima nui or mangamangā rima ma‘ata, thumb. Mangamangā rima roa, forefinger. Mangamangā rima pāta‘unga, middle finger, second finger. Mangamangā rima rere-ki-motu, ring-finger, third finger. Mangamangā rima iti or mangamangā rima meangiti, little finger. Mangamanga vaevae, toe(s). Mangamanga vaevae ma‘ata, big toe. Kua mamae tōku mangamanga vaevae ma‘ata. my big toe has been hurting. Mangamanga vaevae meangiti, little toe. [manga1 RR.] mangamangā rima, see mangamanga, finger. mangamanga vaevae, see mangamanga, toe. mānganui, v.i. Numerous, many; large numbers. Mānganui te au rā i topa. many days passed; ‘e mānganui te aronga tei pati‘ia ki te umukai, toko iti ‘ua tei tae mai. many people were invited to the feast, but only a few turned up; ‘e mānganui te manamanatā tei ‘ārāvei kia mātou. we encountered many difficulties; te au tangata e mānganui, a large number of people. [? mānga2, nui.] māngaro, v.i. Bland and mild (of fla-vours). 1. Not salty or savoury or sharp-tasting. E riringi koe ‘ē rima kapu vai ki roto i tēnā tini tai kia māngaro. pour five cups of (fresh) water into that tin of (seawater-) sauce to make it a bit milder (take the saltiness off); kia mangaro te tai ra, eaa atura te mea e taitai ei? but if the salt have lost it’s savour, wherewith shall it be salted? (Matt. 5.13). 2. Sweet and fresh-tasting, not brackish (of water). Vai māngaro, sweet pure water. Nū māngaro, a type of coconut with a thin, edible, sweet-tasting husk. 3. Mellowly mature (of sweet potatoes, taro, melons). Kāre i māngaro meitaki te kai‘anga o tēia kūmara. these kumara don’t taste as if they are quite mature; kua māngaro pa‘a te kūmara, kiritia. I dare say the kumara have matured, dig them out. (See mānga-rongaro, ‘akamāngaro(ngaro), tāmāngaro-(ngaro).) [Pn. *maa„alo.] māngarongaro, v.i. Rather too bland in taste, lacking savour, inclined to be insipid or flavourless. Ka māngarongaro tā tātou ika mē ma‘ata te vai i roto i te tini. our fish won’t have much taste to them if there is a lot of fresh water in the tin (which they are to be cooked in); kāre au e kai i tā‘au merēni māngarongaro. I don’t want to eat your green-tasting melons; kāre ‘a Ngātama i inu i tāna tī nō te mānga-rongaro. Ngātama didn’t drink his tea be-cause it wasn’t sweet enough. [māngaro, Rr.]"
mangeo,", see mangio, itchy. māngi, v.i. Rise buoyantly, lift (intr.). Kua māngi te ‘are i te pū‘ia‘anga e te matangi. the house lifted when the wind caught it; kua māngi te repo ki roto i te reva. the dust rose into the air; ‘auraka tō‘ou vaevae e māngi ki runga. don’t let your foot up; i te kī‘anga te vaka i te tai, kua ‘eke‘eke mātou ki roto i te tai kia māngi mai te vaka ki runga. when the canoe was shipping water, we got into the sea so that she would ride higher; kua kite mamao atu mātou i te vaka i te māngi‘anga ki runga i te kiriātai. we saw in the distance a canoe bob up on the surface of the water. (See māmāngi, ‘aka(mā)māngi, (‘aka)māmāngikā.)  [Ta. *maa„i.] māngikÈ, n. Monkey. Kua ‘akatautau te māngikī iāia ki runga i te pū rākau. the monkey let himself dangle from the tree. [Eng. monkey.]"
mangio,", mangeo, v.i. 1. Itch, prick, or sting (as the skin does from insect bites or nettles, or the throat from pungent food). Kua mangio tōku katu i te kakati a te kutu. my head is itchy with the lice bites; ‘e ‘apinga tika ai te mangio i te kakati a te namu. the mosquito bites don’t half itch; e rakuraku koe i tēnā ngā‘i mangio i tōku mokotua. scratch that itchy place on my back. 2. Irritant, stinging. Kua mangio te taro i tōku kai‘anga, kāre i maoa meitaki. the taro stung when I ate it, it hadn’t been cooked enough. Rūkou mangio, pungent taro tops. mauku mangeo (Prov. 24.31), nettles. 3. Kua mangio tōku katu i tā‘au tuatua. I don’t know what to make of what you’ve said (I‘m puzzled, nonplussed, bewildered). (See māngio-ngio.) [Pn *ma„(i,e)ho.] māngiongio, in pātuki māngiongio, a kind of fish, see pātuki. [mangio Rr ?] mangō, n. Shark. Kua kake viviki ‘aia ki runga i te vaka i tōna kite‘anga i te mangō. he climbed hurriedly into the canoe when he saw the shark; e ‘apai mai koe i te ni‘o mangō kia ‘ākarakara matou. bring the shark’s teeth for us to look at. te mangō roa, the long shark, a Mangaian term for the Milky Way. Mangō ‘āmara or mangō poro ‘āmara, hammerhead shark (Sphyrnidae). Mangō pāra, mangō pāpera, see pāpera. Mangō teatea, mangō vena, ? bramble shark. Ka‘umangō, name of a totem god. [Pn. *ma„oo.] māngore, (-a, -‘ia). Clip, cut or shave the head very short. ‘Auraka koe e māngore i tōna katu. don’t clip him too short; e pākoti māngore koe i tōna katu. cut his hair really short; kua māngorea e Tumu tōku katu. Tumu gave me a very close haircut; kā kata te tamariki i te katu māngore ō‘ou. the children will laugh at that very short cut you’ve had. (See māngorengore.) [mā-8, ngore.] māngorengore, (-a, -‘ia), fq. māngore. Clip short (extensively or in patches). ‘Auraka e māngorengore i te katu o tēnā tamaiti, kā riri tōna māmā. don’t cut that boy’s head too close, his mother will be angry. [māngore Rr.] māngūngū, n. Thunder. Kua pō‘itirere te va‘ine i te ‘aruru‘anga o te māngūngū. the woman jumped when the thunder pealed. [mā-8, ngū1 RR.]"
mai,"1, dir.part. 1. (a) Indicating movement towards the speaker, or the directing of action or emotion at the speaker: cf. its antonym atu2. (cf. ‘oko to barter, ‘oko mai to buy, ‘oko atu to sell.) E ‘oki mai koe āpōpō. come back tomorrow; e ‘oki atu koe āpōpō. go back tomorrow; pōkaia mai te taura. coil up the rope (i.e. starting at your end and working towards me), or (elliptically) coil it up and bring it to me; kua tuatua atu mātou kiāia, kāre rā ‘aia i tuatua mai. we spoke to him, but he didn’t reply; (b) the speaker may sometimes mentally put himself in the position of the person addressed or the place referred to: tē ‘ākara mai nei au kiā koe. I‘m looking at you (whereas from his own viewpoint he would say tē ‘ākara atu nei au). Tērā mai ‘a Manu. there comes Manu (head-ing your way). 2. Indicating progression of time towards the present. Kua kino-kino mai te tai. the sea has been getting rougher; kua meitaki mai tā‘au kapo pōro. your catching has been improving; kāre i tē reira mata‘iti i tērā mai ē tērā mai mata‘iti i mou ei i te kapu. it wasn’t in that year, but the following year and the one after that that they won the cup; i tērā mai taime ‘aia i keiā ai, kāre i tērā atu. it was the time after that that he stole it, not the time before;Ā tērā atu rā ‘aia e moto ei, kāre ā tērā mai. he will be boxing the following day, not the previous day. [Pn. *mai.]"
mai-,"2, in maikao, maikuku, finger, toe, q.v. māi1, v.i. Go stale, flat and watery in taste or consistency (of sweet potatoes or taro which are past eating or diseased). I tona kite‘anga ē ka māi tāna au repo taro, kua tu‘a ‘aia nā te tangata. when he realised that the taro in his swamp would soon go bad (be past eating), he gave them away to people; ‘e taro māi tēnā, tunua nā te puaka. those taro are past eating, boil them up for the pigs. [Pn. *ma‘ai.] māi2, mae, moi, interj. A call to summon pigs. (cf. mai1.)"
ma‘i,", n. A sourish cheesy paste obtained by fermenting ripe breadfruit in a leaf-lined pit (in the old days a stand-by food against times of shortage). E ‘akaputu mai koe i tēnā au kuru para ‘ei ma‘ani ma‘i. collect up those ripe breadfruit to make ma‘i from; tēia tā mātou va‘aruā ma‘i. this is our ma‘i pit. [Pn. *masi.] māiāta, māmāiāta, n. Early dawn. Kia ara mai au i te māiāta, kua ‘akarongo au i te kuriri i te tangitangi‘anga i te pae ta‘atai. when I woke up in the early dawn, I heard the sandpipers calling on the beach; kua ‘aere māiāta ‘aia ki uta i te maunga. he went up into the hills at dawn; i te pōpongi  māiāta, at first light. (cf. ata1.) māika, n. 1. Mica, celluloid. ‘Eia‘a koe e ‘oko karāti māika mai. don’t buy a celluloid tumbler. 2. Mica or celluloid globe or screen for lamp. E ‘ōrei koe i te māika i tō‘ou mōri pēnitīni. clean the globe on your paraffin lamp. [Eng. mica.]"
maikao,", n., (Bib.). Digit, finger (maikao rima) or toe (maikao vaevae). E ono ona maikao i te rima okotai, e ono oki maikao i te vaevae okotai, tai takau ma a, six fingers to a hand, six to a foot, twenty-four (in all) (2 Sam. 21.20). Maikao ma‘ata or maikao nui, thumb, big toe. Ki runga i te maikao ma‘ata o to ratou ra rima katau, e ki runga i te maikao ma‘ata o tō ratou ra vaevae katau, on the thumbs of their right hands and on the big toes of their right feet (Ex. 29.20). [Np. *ma-‘ikao.]"
maikuku,", n. Nail, claw, hoof. Maikuku rima, fingernail. Kua ‘akautunga te pū-‘āpi‘i i te tamariki maikuku rima repo. the teacher punished the children who had dirty fingernails. Maikuku vaevae, toenail. Tei te tīpūpū maikuku vaevae au nō Pere. I‘m cutting Pere’s toenails; kua pāraku te kiore ngiāo i toku vaevae ki tōna maikuku. the cat scratched my leg with its claws; te maikuku o te ‘oro‘enua, the horse’s hoof. [Np. *maikuku.]"
ma‘ima‘i,", n. Dolphinfish, dorado (Cory-phaena hippurus). [Pn. *masimasi.] māina, n. Mine. Kua ū te pa‘ī ki runga i te māina, the ship struck a mine. [Eng. mine.] maÈna, maÈ na. The sequence mai1 and 
-na2 is sometimes written as one word. māinaina, v.i. Annoyed, offended, annoy-ance. Kua māinaina rava akē ra rātou, nō te mea kāre tā rātou i ‘akarongo‘ia. then they got very annoyed because their plan wasn’t adopted; nō tō rātou māinaina, because they were offended. [Ce. *ma-inaina.] mā‘ine, n. (vocative). A polite and friendly term of address to women of any age. E mā‘ine, ka ‘ōmai ana i tēta‘i vai kia inu au. would you let me have some water to drink, please, miss; ‘e a‘a tā‘au ka ‘inangaro, e mā‘ine? what would you like, madam?; kua tika roa tā‘au tuatua, e mā‘ine. you were quite right, dear; kua rava tēia mataora, e mā‘ine mā, kā ‘oki au ki te kāinga. we have had a lot of fun, friends, it’s time I was going home. [Np. *mafine.] māiniini, v.i. 1. Ripply, very slightly fretted or ruffled (of the surface of water). Kua māiniini te tai i te ‘arara‘anga mai te matangi. the (surface of the) sea grew ripply when the breeze sprang up; i te māiniini‘anga o te tai, kāre e kitea meitaki-‘ia te ika. the fish couldn’t be seen clearly while the water was ruffled. 2. Ticklish, tickling. Kua māiniini au nō tā‘au kōkō mai i tōku kaokao. I got ticklish when you prodded me in the side; kua kata ma‘ata au i tōku māiniini‘anga. I laughed out loud when I came over all ticklish; ‘e pona māiniini tēia. this shirt tickles. [mā-9, ini RR.] māinu, (-a, -‘ia). Anoint. Kia oti ‘aia i te māinu‘ia, kua ‘akauruuru‘ia. when he had been anointed, he was ceremonially (lifted on to the ‘atamira and) acclaimed. [cf. Haw. maahinu ‘anointed’.] maiō, n. Name of a wind from the south-west quarter. maÈra, = mai1 + -ra, q.v. Kua ‘aere maīra te tangata. the people have come (they are in sight); tē kāpiki maī ra ‘aia iā koe. he (yonder) is calling you, he was calling you."
maire,"1, n. 1. A scented fern (Polypodium sp.). E ko‘i mai koe i te kiko o te maire ‘ei ma‘ani vairākau. collect the roots of the maire to make medicine; tāviria te ‘ei maire ō‘ou kia oti ka ‘aere ei tāua ki te ‘ōire. get your maire wreath finished before we go to town. Maire tūtaepuaka, a foetid variety. 2. An evergreen shrub or small tree with small evergreen leaves and dark red berries; leaves and twigs are scented when dried: Myrtus or Eugenia sp. (Myrtacae). Kua ‘apai ‘ātavatava maire mai au mei runga i te maunga. I’ve brought some maire twigs down from the hill; e te au rara maire, and myrtle branches (Neh. 8.15). Alternative or varietal names: maire rākau or maire Mangaia. [Pn. *maile.]     ILL.    Maire Rākau (Alyxia)"
